row_label_raw,row_label_full,Kỳ hạn,Mệnh giá,Chiết khấu,Phụ trội,Giá trị thuần,numeric__Mệnh giá,numeric__Chiết khấu,numeric__Phụ trội,numeric__Giá trị thuần
Kỳ hạn,Kỳ hạn,Kỳ hạn,VND,VND,VND,VND,,,,
Dưới 12 tháng,Kỳ hạn > Dưới 12 tháng,Dưới 12 tháng,240.000.000.000,-,-,240.000.000.000,240000000000.0,,,240000000000.0
Từ 05 năm trở lên,Kỳ hạn > Từ 05 năm trở lên,Từ 05 năm trở lên,246.000.000.000,-,-,246.000.000.000,246000000000.0,,,246000000000.0
,,,486.000.000.000,-,-,486.000.000.000,486000000000.0,,,486000000000.0
