row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
Thu nhập thuế TNDN hoãn lại phát sinh từ việc loại trừ khoản dự phòng đầu tư vào công ty con trích lập trong năm,Thu nhập thuế TNDN hoãn lại phát sinh từ việc loại trừ khoản dự phòng đầu tư vào công ty con trích lập trong năm,Thu nhập thuế TNDN hoãn lại phát sinh từ việc loại trừ khoản dự phòng đầu tư vào công ty con trích lập trong năm,5.707.994.041,2.292.005.959,5707994041.0,2292005959.0
,,,5.707.994.041,2.292.005.959,5707994041.0,2292005959.0
34 . Thu nhập trên một cổ phiếu,34 . Thu nhập trên một cổ phiếu,34 . Thu nhập trên một cổ phiếu,34 . Thu nhập trên một cổ phiếu,34 . Thu nhập trên một cổ phiếu,,
,,,Năm 2023,Năm 2022,,
,,,VND,VND,,
Lợi nhuận sau thuế thu nhập doanh nghiệp,34 . Thu nhập trên một cổ phiếu > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,744.093.651.874,890.627.829.662,744093651874.0,890627829662.0
Lợi nhuận phân bổ cho cổ phiếu phổ thông,34 . Thu nhập trên một cổ phiếu > Lợi nhuận phân bổ cho cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ phiếu phổ thông,744.093.651.874,890.627.829.662,744093651874.0,890627829662.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu,34 . Thu nhập trên một cổ phiếu > Lợi nhuận để tính lãi cơ bản trên cổ phiếu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu,744.093.651.874,890.627.829.662,744093651874.0,890627829662.0
Cổ phiếu phổ thông đang lưu hành bình quân trong năm,34 . Thu nhập trên một cổ phiếu > Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,539.960.043,539.960.043,539960043.0,539960043.0
Lãi cơ bản trên cổ phiếu (VND),34 . Thu nhập trên một cổ phiếu > Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),1.378,1.649,1378.0,1649.0
