row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,62.020.521.504,51.536.122.599,62020521504.0,51536122599.0
- Thu từ kinh doanh ngoại tệ,- Thu từ kinh doanh ngoại tệ,- Thu từ kinh doanh ngoại tệ,28.259.646.815,20.663.318.218,28259646815.0,20663318218.0
- Thu từ kinh doanh vàng,- Thu từ kinh doanh vàng,- Thu từ kinh doanh vàng,521.357.484,3.562.953.764,521357484.0,3562953764.0
- Thu từ các công cụ tài chính phải sinh tiền tệ,- Thu từ các công cụ tài chính phải sinh tiền tệ,- Thu từ các công cụ tài chính phải sinh tiền tệ,33.239.517.205,27.309.850.617,33239517205.0,27309850617.0
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,(55.808.384.173),(41.812.477.360),-55808384173.0,-41812477360.0
- Chi về kinh doanh ngoại tệ,- Chi về kinh doanh ngoại tệ,- Chi về kinh doanh ngoại tệ,(9.030.906.649),(19.748.522.609),-9030906649.0,-19748522609.0
- Chi về kinh doanh vàng,- Chi về kinh doanh vàng,- Chi về kinh doanh vàng,(332.273.984),(1.973.992.814),-332273984.0,-1973992814.0
- Chi về các công cụ tài chính phải sinh tiền tệ,- Chi về các công cụ tài chính phải sinh tiền tệ,- Chi về các công cụ tài chính phải sinh tiền tệ,(46.445.203.540),(20.089.961.937),-46445203540.0,-20089961937.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,6.212.137.331,9.723.645.239,6212137331.0,9723645239.0
