row_label_raw,row_label_full,col_0,31/12/2023,31/12/2022,numeric__31/12/2023,numeric__31/12/2022
,,,VND,VND,,
Tiền mặt bằng VND,Tiền mặt bằng VND,Tiền mặt bằng VND,319.734.891.000,379.635.755.100,319734891000.0,379635755100.0
Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,Tiền mặt bằng ngoại tệ,41.955.416.670,53.774.571.393,41955416670.0,53774571393.0
Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,18.632.500,14.273.144.800,18632500.0,14273144800.0
"Kim loại quý, đá quý khác","Kim loại quý, đá quý khác","Kim loại quý, đá quý khác",130.572.500,119.586.400,130572500.0,119586400.0
,,,361.839.512.670,447.803.057.693,361839512670.0,447803057693.0
6 . Tiền gửi tại Ngân hàng Nhà nước,6 . Tiền gửi tại Ngân hàng Nhà nước,6 . Tiền gửi tại Ngân hàng Nhà nước,6 . Tiền gửi tại Ngân hàng Nhà nước,6 . Tiền gửi tại Ngân hàng Nhà nước,,
,,,31/12/2023,31/12/2022,,
,,,VND,VND,,
Tiền gửi thanh toán tại Ngân hàng Nhà nước,6 . Tiền gửi tại Ngân hàng Nhà nước > Tiền gửi thanh toán tại Ngân hàng Nhà nước,Tiền gửi thanh toán tại Ngân hàng Nhà nước,2.149.614.440.113,1.374.241.514.119,2149614440113.0,1374241514119.0
- Bằng VND,6 . Tiền gửi tại Ngân hàng Nhà nước > - Bằng VND,- Bằng VND,2.147.128.517.220,1.370.308.451.239,2147128517220.0,1370308451239.0
- Bằng ngoại tệ,6 . Tiền gửi tại Ngân hàng Nhà nước > - Bằng ngoại tệ,- Bằng ngoại tệ,2.485.922.893,3.933.062.880,2485922893.0,3933062880.0
,,,2.149.614.440.113,1.374.241.514.119,2149614440113.0,1374241514119.0
7 . Tiền gửi và cho vay các TCTD khác,7 . Tiền gửi và cho vay các TCTD khác,7 . Tiền gửi và cho vay các TCTD khác,7 . Tiền gửi và cho vay các TCTD khác,7 . Tiền gửi và cho vay các TCTD khác,,
7.1 . Tiền gửi tại các TCTD khác,7.1 . Tiền gửi tại các TCTD khác,7.1 . Tiền gửi tại các TCTD khác,7.1 . Tiền gửi tại các TCTD khác,7.1 . Tiền gửi tại các TCTD khác,,
,,,31/12/2023,31/12/2022,,
,,,VND,VND,,
Tiền gửi không kỳ hạn,7.1 . Tiền gửi tại các TCTD khác > Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,1.182.244.913.487,8.188.313.094.530,1182244913487.0,8188313094530.0
- Bằng VND,7.1 . Tiền gửi tại các TCTD khác > - Bằng VND,- Bằng VND,1.088.063.584.807,8.092.019.521.189,1088063584807.0,8092019521189.0
- Bằng ngoại tệ,7.1 . Tiền gửi tại các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,94.181.328.680,96.293.573.341,94181328680.0,96293573341.0
Tiền gửi có kỳ hạn,7.1 . Tiền gửi tại các TCTD khác > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,17.550.000.000.000,13.100.000.000.000,17550000000000.0,13100000000000.0
- Bằng VND,7.1 . Tiền gửi tại các TCTD khác > - Bằng VND,- Bằng VND,17.550.000.000.000,13.100.000.000.000,17550000000000.0,13100000000000.0
,,,18.732.244.913.487,21.288.313.094.530,18732244913487.0,21288313094530.0
7.2 . Cho vay các TCTD khác,7.2 . Cho vay các TCTD khác,7.2 . Cho vay các TCTD khác,7.2 . Cho vay các TCTD khác,7.2 . Cho vay các TCTD khác,,
,,,31/12/2023,31/12/2022,,
,,,VND,VND,,
Cho vay bằng VND,7.2 . Cho vay các TCTD khác > Cho vay bằng VND,Cho vay bằng VND,3.250.000.000.000,-,3250000000000.0,
,,,3.250.000.000.000,-,3250000000000.0,
Tổng tiền gửi và cho vay các TCTD khác,7.2 . Cho vay các TCTD khác > Tổng tiền gửi và cho vay các TCTD khác,Tổng tiền gửi và cho vay các TCTD khác,21.982.244.913.487,21.288.313.094.530,21982244913487.0,21288313094530.0
