row_label_raw,row_label_full,Ông Nguyễn Văn Trọng,Quyền Tổng Giám đốc,col_2,numeric__Quyền Tổng Giám đốc,numeric__col_2
Ông Phạm Linh,Ông Phạm Linh,Ông Phạm Linh,Phó Tổng Giám đốc,,,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,,,
Ông Cù Anh Tuán,Ông Cù Anh Tuán,Ông Cù Anh Tuán,Phó Tổng Giám đốc,(Miễn nhiệm từ ngày 20 tháng 03 năm 2024),,
Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Kế toán trường,,,
