row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ trên 01 đến 03 tháng,Từ trên 03 đến 12 tháng,Từ trên 01 đến 05 năm,Trên 05 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,,,
"I Tiền mặt, vàng bạc, đá quý","TÀI SẢN > I Tiền mặt, vàng bạc, đá quý","I Tiền mặt, vàng bạc, đá quý",-,-,361.840,-,-,-,-,361.840,,,361840.0,,,,,361840.0
II Tiền gửi tại NHNN,TÀI SẢN > II Tiền gửi tại NHNN,II Tiền gửi tại NHNN,-,-,2.149.614,-,-,-,-,2.149.614,,,2149614.0,,,,,2149614.0
III Tiền gửi và cho vay các TCTD khác (*),TÀI SẢN > III Tiền gửi và cho vay các TCTD khác (*),III Tiền gửi và cho vay các TCTD khác (*),-,-,12.882.245,5.700.000,3.300.000,100.000,-,21.982.245,,,12882245.0,5700000.0,3300000.0,100000.0,,21982245.0
VI Cho vay khách hàng (*),TÀI SẢN > VI Cho vay khách hàng (*),VI Cho vay khách hàng (*),581.681,846.677,15.223.033,12.240.369,27.955.658,7.461.105,4.750.518,69.059.041,581681.0,846677.0,15223033.0,12240369.0,27955658.0,7461105.0,4750518.0,69059041.0
VIII Chứng khoán đầu tư (*),TÀI SẢN > VIII Chứng khoán đầu tư (*),VIII Chứng khoán đầu tư (*),-,-,7.377.841,-,-,-,53.571,7.431.411,,,7377841.0,,,,53571.0,7431411.0
"IX Góp vốn, đầu tư dài hạn (*)","TÀI SẢN > IX Góp vốn, đầu tư dài hạn (*)","IX Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,82.610,82.610,,,,,,,82610.0,82610.0
X Tài sản cố định,TÀI SẢN > X Tài sản cố định,X Tài sản cố định,-,-,-,-,-,-,243.921,243.921,,,,,,,243921.0,243921.0
XI Tài sản có khác (*),TÀI SẢN > XI Tài sản có khác (*),XI Tài sản có khác (*),-,-,11.910.626,-,-,-,-,11.910.626,,,11910626.0,,,,,11910626.0
Tổng tài sản,TÀI SẢN > Tổng tài sản,Tổng tài sản,581.681,846.677,49.905.199,17.940.369,31.255.658,7.561.105,5.130.620,113.221.308,581681.0,846677.0,49905199.0,17940369.0,31255658.0,7561105.0,5130620.0,113221308.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,
I Tiền gửi và vay các TCTD khác,NỘ PHẢI TRẢ > I Tiền gửi và vay các TCTD khác,I Tiền gửi và vay các TCTD khác,-,-,12.715.029,1.150.000,19.089,-,-,13.884.118,,,12715029.0,1150000.0,19089.0,,,13884118.0
II Tiền gửi của khách hàng,NỘ PHẢI TRẢ > II Tiền gửi của khách hàng,II Tiền gửi của khách hàng,-,-,21.327.584,21.775.181,41.703.929,1.888.173,-,86.694.868,,,21327584.0,21775181.0,41703929.0,1888173.0,,86694868.0
III Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,NỘ PHẢI TRẢ > III Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,III Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,17.041,-,-,-,-,17.041,,,17041.0,,,,,17041.0
V Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > V Phát hành giấy tờ có giá,V Phát hành giấy tờ có giá,-,-,-,-,486.000,-,-,486.000,,,,,486000.0,,,486000.0
VI Các khoản nợ khác,NỘ PHẢI TRẢ > VI Các khoản nợ khác,VI Các khoản nợ khác,-,-,3.116.742,-,-,-,-,3.116.742,,,3116742.0,,,,,3116742.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,-,-,37.176.396,22.925.181,42.209.018,1.888.173,-,104.198.770,,,37176396.0,22925181.0,42209018.0,1888173.0,,104198770.0
Mức chênh lệch thanh khoản ròng,NỘ PHẢI TRẢ > Mức chênh lệch thanh khoản ròng,Mức chênh lệch thanh khoản ròng,581.681,846.677,12.728.803,(4.984.812),(10.953.360),5.672.932,5.130.620,9.022.538,581681.0,846677.0,12728803.0,-4984812.0,-10953360.0,5672932.0,5130620.0,9022538.0
