row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2023 > VND,31/12/2022 > VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__31/12/2022 > VND
2,2,2,Cam kết giao dịch hối đoái,39,3.808.820.000.000,1.367.234.000.000,,39.0,3808820000000.0,1367234000000.0
a,a,a,Cam kết mua ngoại tệ,,24.260.000.000,117.865.000.000,,,24260000000.0,117865000000.0
c,c,c,Cam kết giao dịch hoán đổi,,3.784.560.000.000,1.249.369.000.000,,,3784560000000.0,1249369000000.0
4,4,4,Cam kết trong nghiệp vụ L/C,39,9.590.601.239,60.986.518.505,,39.0,9590601239.0,60986518505.0
5,5,5,Bảo lãnh khác,39,559.934.111.872,455.750.580.558,,39.0,559934111872.0,455750580558.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,40,1.469.668.321.967,1.218.634.774.281,,40.0,1469668321967.0,1218634774281.0
8,8,8,Nợ khó đòi đã xử lý,41,5.606.816.628.599,4.241.803.981.578,,41.0,5606816628599.0,4241803981578.0
9,9,9,Tài sản và chứng từ khác,42,2.416.791.911.081,2.878.398.767.027,,42.0,2416791911081.0,2878398767027.0
