row_label_raw,row_label_full,col_0,Miền Bắc,Miền Trung,Miền Nam,Loại trừ,Tổng cộng,numeric__Miền Bắc,numeric__Miền Trung,numeric__Miền Nam,numeric__Loại trừ,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
I. Doanh thu,I. Doanh thu,I. Doanh thu,22.239.259,2.825.102,8.169.251,(23.578.550),9.655.061,22239259.0,2825102.0,8169251.0,-23578550.0,9655061.0
1. Doanh thu lãi,1. Doanh thu lãi,1. Doanh thu lãi,21.639.769,2.745.952,8.044.388,(23.578.550),8.851.558,21639769.0,2745952.0,8044388.0,-23578550.0,8851558.0
2. Doanh thu từ hoạt động dịch vụ,2. Doanh thu từ hoạt động dịch vụ,2. Doanh thu từ hoạt động dịch vụ,45.823,6.907,57.068,-,109.798,45823.0,6907.0,57068.0,,109798.0
3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,553.667,72.243,67.795,-,693.705,553667.0,72243.0,67795.0,,693705.0
II. Chi phí,II. Chi phí,II. Chi phí,(21.609.656),(2.443.715),(7.576.495),23.578.550,(8.051.316),-21609656.0,-2443715.0,-7576495.0,23578550.0,-8051316.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,(21.025.555),(2.324.800),(7.270.210),23.578.550,(7.042.015),-21025555.0,-2324800.0,-7270210.0,23578550.0,-7042015.0
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,(23.633),(2.019),(2.679),-,(28.331),-23633.0,-2019.0,-2679.0,,-28331.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(560.468),(116.896),(303.606),-,(980.971),-560468.0,-116896.0,-303606.0,,-980971.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,629.603,381.387,592.756,-,1.603.745,629603.0,381387.0,592756.0,,1603745.0
(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(647.037),45.758,(85.552),-,(686.832),-647037.0,45758.0,-85552.0,,-686832.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,(17.434),427.145,507.204,-,916.913,-17434.0,427145.0,507204.0,,916913.0
