row_label_raw,row_label_full,col_0,Số dư đầu năm,Số phát sinh trong năm > Số phải nộpVND,Số phát sinh trong năm > Số đã nộpVND,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Số phát sinh trong năm > Số phải nộpVND,numeric__Số phát sinh trong năm > Số đã nộpVND,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,(555.538.351),84.485.578.180,(8.763.609.045),75.166.430.784,-555538351.0,84485578180.0,-8763609045.0,75166430784.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,63.142.489.907,180.458.930.429,(179.388.624.868),64.212.795.468,63142489907.0,180458930429.0,-179388624868.0,64212795468.0
3. Thuế TNCN,3. Thuế TNCN,3. Thuế TNCN,916.572.261,15.470.464.360,(15.146.304.975),1.240.731.646,916572261.0,15470464360.0,-15146304975.0,1240731646.0
4. Thuế nhà thầu,4. Thuế nhà thầu,4. Thuế nhà thầu,45.139.253,747.052.967,(780.852.214),11.340.006,45139253.0,747052967.0,-780852214.0,11340006.0
,,,63.548.663.070,281.162.025.936,(204.079.391.102),140.631.297.904,63548663070.0,281162025936.0,-204079391102.0,140631297904.0
