row_label_raw,row_label_full,Đối tượng,31/12/2015 > Giá gốcVND,31/12/2015 > Giá trị có thể thu hồiVND,31/12/2014 > Giá gốcVND,31/12/2014 > Giá trị có thể thu hồiVND,numeric__31/12/2015 > Giá gốcVND,numeric__31/12/2015 > Giá trị có thể thu hồiVND,numeric__31/12/2014 > Giá gốcVND,numeric__31/12/2014 > Giá trị có thể thu hồiVND
"Phải thu, cho vay khó có khả năng thu hồi","Phải thu, cho vay khó có khả năng thu hồi","Phải thu, cho vay khó có khả năng thu hồi",234.899.784.325,44.254.464.778,191.739.564.274,35.647.617.795,234899784325.0,44254464778.0,191739564274.0,35647617795.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,234.899.784.325,44.254.464.778,191.739.564.274,35.647.617.795,234899784325.0,44254464778.0,191739564274.0,35647617795.0
