row_label_raw,row_label_full,Theo QD 15/2006/QD-BTC > Tên chỉ tiêu BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,Theo QD 15/2006/QD-BTC > Mã số,Theo QD 15/2006/QD-BTC > 2014,Theo TT 200/2014/TT-BTC > Tên chỉ tiêu,Theo TT 200/2014/TT-BTC > Mã số,Theo TT 200/2014/TT-BTC > 2014,Thay đổi,Đơn vị: VND,numeric__Theo QD 15/2006/QD-BTC > Mã số,numeric__Theo QD 15/2006/QD-BTC > 2014,numeric__Theo TT 200/2014/TT-BTC > Tên chỉ tiêu,numeric__Theo TT 200/2014/TT-BTC > Mã số,numeric__Theo TT 200/2014/TT-BTC > 2014,numeric__Thay đổi,numeric__Đơn vị: VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,2.964.135.177.169,Doanh thu bán hàng và cung cấp dịch vụ,01,3.369.713.384.161,Trinh bày lại,,1.0,2964135177169.0,,1.0,3369713384161.0,,
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,4.360.455.183,Các khoản giảm trừ doanh thu,02,4.624.425.183,Trinh bày lại,,2.0,4360455183.0,,2.0,4624425183.0,,
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,1.261.828.840.304,Giá vốn hàng bán và dịch vụ cung cấp,11,1.667.143.077.296,Trinh bày lại,,11.0,1261828840304.0,,11.0,1667143077296.0,,
BÁO CÁO LƯU CHUYÊN TIỀN TỆ(Lãi) chênh lệch tỷ giá hối đoái chưa thực hiện,BÁO CÁO LƯU CHUYÊN TIỀN TỆ(Lãi) chênh lệch tỷ giá hối đoái chưa thực hiện,BÁO CÁO LƯU CHUYÊN TIỀN TỆ(Lãi) chênh lệch tỷ giá hối đoái chưa thực hiện,04,2014-,(Lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,2014(3.836.077),Trinh bày lại,,4.0,,,4.0,,,
Thay đổi các khoản phải trả (không bao gồm thuế thu nhập doanh nghiệp phải nộp),Thay đổi các khoản phải trả (không bao gồm thuế thu nhập doanh nghiệp phải nộp),Thay đổi các khoản phải trả (không bao gồm thuế thu nhập doanh nghiệp phải nộp),11,259.761.241.256,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,259.765.077.333,Trinh bày lại,,11.0,259761241256.0,,11.0,259765077333.0,,
"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác","Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(7.946.730.000),"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(1.688.968.435),Trinh bày lại,,23.0,-7946730000.0,,23.0,-1688968435.0,,
