row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1,1.0
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,2,2.0
BẢNG CÂN ĐỐI KÊ TOÁN,BẢNG CÂN ĐỐI KÊ TOÁN,BẢNG CÂN ĐỐI KÊ TOÁN,3 - 4,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐỐI KÊ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,5,5.0
BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,BẢNG CÂN ĐỐI KÊ TOÁN > BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,6,6.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,7 - 30,
