row_label_raw,row_label_full,col_0,2015,2014(Trình bày lại),numeric__2015,numeric__2014(Trình bày lại)
,,,VND,VND,,
Giá vốn hàng hóa đã bán,Giá vốn hàng hóa đã bán,Giá vốn hàng hóa đã bán,103.459.993.979,78.712.796.828,103459993979.0,78712796828.0
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",746.302.018.335,449.053.220.361,746302018335.0,449053220361.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,721.638.144.000,588.217.372.841,721638144000.0,588217372841.0
Chi phí khấu hao tài sản cố định và chi phí phân bổ,Chi phí khấu hao tài sản cố định và chi phí phân bổ,Chi phí khấu hao tài sản cố định và chi phí phân bổ,582.820.317.233,503.835.225.888,582820317233.0,503835225888.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.381.853.563.342,960.515.684.214,1381853563342.0,960515684214.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,224.908.290.432,130.429.419.328,224908290432.0,130429419328.0
,,,3.760.982.327.321,2.710.763.719.460,3760982327321.0,2710763719460.0
