row_label_raw,row_label_full,a. Đầu tư nắm giữ đến ngàyđáo hạn,31/12/2015 > Giá gốcVND > 1.028.368.640.271,31/12/2015 > Giá trị ghi sốVND > 1.028.368.640.271,31/12/2014 > Giá gốcVND > 1.688.968.435,31/12/2014 > Giá trị ghi sốVND > 1.688.968.435,numeric__31/12/2015 > Giá gốcVND > 1.028.368.640.271,numeric__31/12/2015 > Giá trị ghi sốVND > 1.028.368.640.271,numeric__31/12/2014 > Giá gốcVND > 1.688.968.435,numeric__31/12/2014 > Giá trị ghi sốVND > 1.688.968.435
a1) Ngắn hạn,a1) Ngắn hạn,a1) Ngắn hạn,1.028.368.640.271,1.028.368.640.271,1.688.968.435,1.688.968.435,1028368640271.0,1028368640271.0,1688968435.0,1688968435.0
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,1.028.368.640.271,1.028.368.640.271,1.688.968.435,1.688.968.435,1028368640271.0,1028368640271.0,1688968435.0,1688968435.0
,,,31/12/2015,31/12/2015,31/12/2014,31/12/2014,,,,
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
b. Đầu tư góp vốn vào đơn vịkhác,b. Đầu tư góp vốn vào đơn vịkhác,b. Đầu tư góp vốn vào đơn vịkhác,200.459.441.356,(10.298.291.181),200.459.441.356,(6.696.248.349),200459441356.0,-10298291181.0,200459441356.0,-6696248349.0
b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,b1) Đầu tư vào công ty con,194.459.441.356,(10.298.291.181),194.459.441.356,(6.696.248.349),194459441356.0,-10298291181.0,194459441356.0,-6696248349.0
b2) Đầu tư vào đơn vị khác,b2) Đầu tư vào đơn vị khác,b2) Đầu tư vào đơn vị khác,6.000.000.000,-,6.000.000.000,-,6000000000.0,,6000000000.0,
