row_label_raw,row_label_full,col_0,Số đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số cuối năm,numeric__Số đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế TNDN,Thuế TNDN,Thuế TNDN,367.204,371.855,722.068,16.991,367204.0,371855.0,722068.0,16991.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,108.458,160.400,262.977,5.881,108458.0,160400.0,262977.0,5881.0
Thuế TNCN,Thuế TNCN,Thuế TNCN,6.059,185.762,180.104,11.717,6059.0,185762.0,180104.0,11717.0
Thuế khác,Thuế khác,Thuế khác,-,116.538,116.538,-,,116538.0,116538.0,
,,,481.721,834.555,1.281.687,34.589,481721.0,834555.0,1281687.0,34589.0
