row_label_raw,row_label_full,Ông Trần Tấn Lộc,Quyền Tổng Giám đốc (từ ngày 01 tháng 7 năm 2025)Phó Tổng Giám đốc (từ ngày 16 tháng 5 năm 2025 đến ngày 30 tháng 6 năm 2025),numeric__Quyền Tổng Giám đốc (từ ngày 01 tháng 7 năm 2025)Phó Tổng Giám đốc (từ ngày 16 tháng 5 năm 2025 đến ngày 30 tháng 6 năm 2025)
Ông Đào Hồng Châu,Ông Đào Hồng Châu,Ông Đào Hồng Châu,Phó Tổng Giám đốc,
Ông Nguyễn Hồ Hoàng Vũ,Ông Nguyễn Hồ Hoàng Vũ,Ông Nguyễn Hồ Hoàng Vũ,Phó Tổng Giám đốc kiểm Giám đốc tài chính,
Ông Nguyễn Hướng Minh,Ông Nguyễn Hướng Minh,Ông Nguyễn Hướng Minh,Phó Tổng Giám đốc,
Ông Nguyễn Văn Hòa,Ông Nguyễn Văn Hòa,Ông Nguyễn Văn Hòa,Phó Tổng Giám đốc (từ ngày 01 tháng 7 năm 2025),
Ông Trần Anh Thắng,Ông Trần Anh Thắng,Ông Trần Anh Thắng,Phó Tổng Giám đốc (từ ngày 08 tháng 5 năm 2025 đến ngày 04 tháng 12 năm 2025),
Ông Phạm Quang Dũng,Ông Phạm Quang Dũng,Ông Phạm Quang Dũng,Phó Tổng Giám đốc (từ ngày 08 tháng 5 năm 2025),
Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Quyền Tổng Giám đốc (đến ngày 01 tháng 7 năm 2025),
Bà Lê Thị Mai Loan,Bà Lê Thị Mai Loan,Bà Lê Thị Mai Loan,Phó Tổng Giám đốc (đến ngày 10 tháng 01 năm 2025),
Ông Phạm Đăng Khoa,Ông Phạm Đăng Khoa,Ông Phạm Đăng Khoa,Phó Tổng Giám đốc (đến ngày 10 tháng 01 năm 2025),
Ông Lã Quang Trung,Ông Lã Quang Trung,Ông Lã Quang Trung,Kế toán trường,
