row_label_raw,row_label_full,CHỈ TIÊU > I. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản dự phòngChênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vayCác điều chỉnh khác,Mã số > 01 > 02 > 03 > 04 > 05 > 06 > 07,Thuyết minh,Năm nay VND > 2.000.260.283.700 > 2.992.133.649.464 > 41.292.434.289 > 842.181.613.960 > (2.370.090.785.185) > 96.219.749.004 > -,Năm trước VND > 10.155.787.420.979 > 3.920.049.354.483 > 1.996.159.335 > (37.379.003.567) > (2.254.546.869.616) > 96.418.310.786 > 43.630.437,numeric__Mã số > 01 > 02 > 03 > 04 > 05 > 06 > 07,numeric__Thuyết minh,numeric__Năm nay VND > 2.000.260.283.700 > 2.992.133.649.464 > 41.292.434.289 > 842.181.613.960 > (2.370.090.785.185) > 96.219.749.004 > -,numeric__Năm trước VND > 10.155.787.420.979 > 3.920.049.354.483 > 1.996.159.335 > (37.379.003.567) > (2.254.546.869.616) > 96.418.310.786 > 43.630.437
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,08,,3.601.996.945.232,11.882.369.002.837,8.0,,3601996945232.0,11882369002837.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,09,,1.702.598.876.652,976.096.441.250,9.0,,1702598876652.0,976096441250.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,10,,134.714.210.749,(37.740.110.575),10.0,,134714210749.0,-37740110575.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,11,,(1.509.549.458.913),(1.016.786.174.225),11.0,,-1509549458913.0,-1016786174225.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,12,,4.220.307.243,(227.317.860.162),12.0,,4220307243.0,-227317860162.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,14,,(96.319.215.167),(96.685.906.431),14.0,,-96319215167.0,-96685906431.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,15,18,(902.424.443.138),(1.710.830.775.334),15.0,18.0,-902424443138.0,-1710830775334.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trảGiảm (tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,17,,(272.746.000.922),(702.717.770.454),17.0,,-272746000922.0,-702717770454.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,2.662.491.221.736,9.066.386.846.906,20.0,,2662491221736.0,9066386846906.0
"II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chỉ đề mua sắmvà xây dựng tài sản cố địnhTiền thu do thanh lý TSCĐvà các tài sản dài hạn khácTiền mua công cụ nợ của đơn vị khácTiền thu hồi bán lại các công cụ nợ của đơn vị khácTiền thu lãi tiền gửi, cổ tứcvà lợi nhuận được chia","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chỉ đề mua sắmvà xây dựng tài sản cố địnhTiền thu do thanh lý TSCĐvà các tài sản dài hạn khácTiền mua công cụ nợ của đơn vị khácTiền thu hồi bán lại các công cụ nợ của đơn vị khácTiền thu lãi tiền gửi, cổ tứcvà lợi nhuận được chia","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chỉ đề mua sắmvà xây dựng tài sản cố địnhTiền thu do thanh lý TSCĐvà các tài sản dài hạn khácTiền mua công cụ nợ của đơn vị khácTiền thu hồi bán lại các công cụ nợ của đơn vị khácTiền thu lãi tiền gửi, cổ tứcvà lợi nhuận được chia",21,,(2.414.386.094.866),(1.958.513.895.849),21.0,,-2414386094866.0,-1958513895849.0
