row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.172.275.047.674,2.431.415.970.123,1172275047674.0,2431415970123.0
Phải trả Nhà nước doanh thu thu hộ liên quan đến tài sản kết cấu hạ tầng hàng không (*),Phải trả Nhà nước doanh thu thu hộ liên quan đến tài sản kết cấu hạ tầng hàng không (*),Phải trả Nhà nước doanh thu thu hộ liên quan đến tài sản kết cấu hạ tầng hàng không (*),899.714.573.846,2.201.248.914.368,899714573846.0,2201248914368.0
Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,91.242.042.260,65.996.423.092,91242042260.0,65996423092.0
Đầu tư sân độ ô tô Cảng hàng không Thọ Xuân,Đầu tư sân độ ô tô Cảng hàng không Thọ Xuân,Đầu tư sân độ ô tô Cảng hàng không Thọ Xuân,75.132.858.000,75.132.858.000,75132858000.0,75132858000.0
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",66.774.379.775,51.794.047.078,66774379775.0,51794047078.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,20.160.337.459,2.277.677.141,20160337459.0,2277677141.0
Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,13.149.621.000,22.717.690.000,13149621000.0,22717690000.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,150.280.500,173.365.500,150280500.0,173365500.0
Các khoản khác,Các khoản khác,Các khoản khác,5.950.954.834,12.074.994.944,5950954834.0,12074994944.0
Dài hạn,Dài hạn,Dài hạn,77.852.184.940,117.061.817.125,77852184940.0,117061817125.0
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",77.852.184.940,117.061.817.125,77852184940.0,117061817125.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.250.127.232.614,2.548.477.787.248,1250127232614.0,2548477787248.0
