row_label_raw,row_label_full,Tên chỉ nhánh,Địa chỉ,numeric__Địa chỉ
11. Cảng hàng không quốc tế Phú Quốc - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,11. Cảng hàng không quốc tế Phú Quốc - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,11. Cảng hàng không quốc tế Phú Quốc - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Tổ 2, fiscal Dương Tơ, Xã Dương Tơ, Huyện Phú Quốc, Tinh Kiên Giang.",
12. Cảng hàng không Thọ Xuân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,12. Cảng hàng không Thọ Xuân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,12. Cảng hàng không Thọ Xuân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Sân bay Sao Vàng, Thị trấn Sao Vàng, Thọ Xuân, Tinh Thanh Hóa.",
13. Cảng hàng không Đồng Hới - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,13. Cảng hàng không Đồng Hới - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,13. Cảng hàng không Đồng Hới - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,Xã Lộc Ninh - Thành phố Đồng Hới - Tinh Quảng Bình.,
14. Cảng hàng không Chu Lai - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,14. Cảng hàng không Chu Lai - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,14. Cảng hàng không Chu Lai - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Xã Tam Nghĩa, Huyện Núi Thành, Tinh Quảng Nam.",
15. Cảng hàng không Pleiku - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,15. Cảng hàng không Pleiku - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,15. Cảng hàng không Pleiku - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Đường 17/3, Phường Thống Nhất, Thành phố Pleiku, Tinh Gia Lai.",
16. Cảng hàng không Phù Cát - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,16. Cảng hàng không Phù Cát - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,16. Cảng hàng không Phù Cát - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Số 1 Nguyễn Tất Thành, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Tinh Bình Định.",
17. Cảng hàng không Tuy Hòa - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,17. Cảng hàng không Tuy Hòa - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,17. Cảng hàng không Tuy Hòa - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Khu phố 4, Phường Phú Thạnh, Thành phố Tuy Hòa, Tinh Phú Yên.",
18. Cảng hàng không Điện Biên - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,18. Cảng hàng không Điện Biên - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,18. Cảng hàng không Điện Biên - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Tổ Dân phố 10, Phường Thanh Trường, Thành phố Điện Biên Phù, Tinh Điện Biên.",
19. Cảng hàng không Nà Sân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,19. Cảng hàng không Nà Sân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,19. Cảng hàng không Nà Sân - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Huyện Mai Sơn, Tinh Sơn La.",
20. Cảng hàng không Côn Đảo - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,20. Cảng hàng không Côn Đảo - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,20. Cảng hàng không Côn Đảo - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Tiểu khu 1, Thị trấn Côn Đảo, Huyện Côn Đảo, Tinh Bà Rịa - Vũng Tàu.",
21. Cảng hàng không Rạch Giá - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,21. Cảng hàng không Rạch Giá - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,21. Cảng hàng không Rạch Giá - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"418 Đường Cách Mạng Tháng 8, Phường Vĩnh Lợi, Thành phố Rạch Giá, Tinh Kiên Giang.",
22. Cảng hàng không Cà Mau - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,22. Cảng hàng không Cà Mau - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,22. Cảng hàng không Cà Mau - Chi nhánh Tổng Công ty Cảng hàng không Việt Nam - CTCP,"Số 93, Đường Lý Thường Kiệt, Phường 6, Thành phố Cà Mau.",
