row_label_raw,row_label_full,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,9.788.110.444,23.979.029.890,numeric__9.788.110.444,numeric__23.979.029.890
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,7.831.198.536,37.641.233.318,7831198536.0,37641233318.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,4.217.816.745,13.632.131.868,4217816745.0,13632131868.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,1.599.902.943,1.004.782.550,1599902943.0,1004782550.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,849.065.895,182.018.127,849065895.0,182018127.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,-,221.001.265,,221001265.0
Cảng hàng không Miền Nam,Cảng hàng không Miền Nam,Cảng hàng không Miền Nam,,,,
