row_label_raw,row_label_full,Bên liên quan,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,,
Công ty Cổ phần Vận tải Hàng không Miền Nam,Phải thu khác đối với các bên liên quan > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,-,652.500.000,,652500000.0
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Phải thu khác đối với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,-,756.636,,756636.0
,,,-,653.256.636,,653256636.0
Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,2.329.114.601,-,2329114601.0,
Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,1.269.009.884,2.907.133.300,1269009884.0,2907133300.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,634.790.648,657.882.225,634790648.0,657882225.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,25.714.000,80.324.000,25714000.0,80324000.0
Công ty Cổ phần Vận tải Hàng không miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Vận tải Hàng không miền Nam,Công ty Cổ phần Vận tải Hàng không miền Nam,8.139.314,73.606.506,8139314.0,73606506.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,-,32.643.050,,32643050.0
,,,4.266.768.447,3.751.589.081,4266768447.0,3751589081.0
Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCâng hàng không Miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCâng hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCâng hàng không Miền Nam,282.478.864,-,282478864.0,
