row_label_raw,row_label_full,col_0,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Năm nay VND,Năm trước VND,,
Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),(33.827.562.079),(2.276.632.219),-33827562079.0,-2276632219.0
Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,(8.505.833.925),(179.384.017),-8505833925.0,-179384017.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),(3.215.753.474),(3.915.091.390),-3215753474.0,-3915091390.0
(Lãi) lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(Lãi) lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(Lãi) lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,166.629.114,(353.504.028),166629114.0,-353504028.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,221.964.435,-,221964435.0,
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,(296.762.715),(260.000.000),-296762715.0,-260000000.0
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,(45.457.318.644),(6.984.611.654),-45457318644.0,-6984611654.0
