row_label_raw,row_label_full,CHỈ TIÊU,Mãsố,Thuyếtminh,Năm nayVND,Năm trướcVND,numeric__Mãsố,numeric__Thuyếtminh,numeric__Năm nayVND,numeric__Năm trướcVND
III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH,,,,,,,,
Mua lại cổ phiếu củadoanh nghiệp đã phát hành,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Mua lại cổ phiếu củadoanh nghiệp đã phát hành,Mua lại cổ phiếu củadoanh nghiệp đã phát hành,32,,(632.730.000),(1.713.480.000),32.0,,-632730000.0,-1713480000.0
Tiền trả nợ gốc vayCổ tức đã trả,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vayCổ tức đã trả,Tiền trả nợ gốc vayCổ tức đã trả,34,22,(245.558.622.676),(154.993.814.113),34.0,22.0,-245558622676.0,-154993814113.0
Tiền trả nợ gốc vayCổ tức đã trả,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vayCổ tức đã trả,Tiền trả nợ gốc vayCổ tức đã trả,36,,(3.223.085.000),(1.959.254.858.400),36.0,,-3223085000.0,-1959254858400.0
Lưu chuyển tiền thuần sử dụngvào hoạt động tài chính,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần sử dụngvào hoạt động tài chính,Lưu chuyển tiền thuần sử dụngvào hoạt động tài chính,40,,(249.414.437.676),(2.115.962.152.513),40.0,,-249414437676.0,-2115962152513.0
Lưu chuyển tiền và tương đươngtiền thuần trong năm,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền và tương đươngtiền thuần trong năm,Lưu chuyển tiền và tương đươngtiền thuần trong năm,50,,151.640.944.686,(288.723.632.623),50.0,,151640944686.0,-288723632623.0
Tiền và tương đương tiềndầu năm,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiềndầu năm,Tiền và tương đương tiềndầu năm,60,,349.666.161.339,638.390.855.963,60.0,,349666161339.0,638390855963.0
Ảnh hưởng của thay đổi tỷ giá hốидoái quy đổi ngoại tệ,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hốидoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hốидoái quy đổi ngoại tệ,61,,(2.538.784.238),(1.062.001),61.0,,-2538784238.0,-1062001.0
Tiền và tương đương tiềncuối năm,III.LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiềncuối năm,Tiền và tương đương tiềncuối năm,70,4,498.768.321.787,349.666.161.339,70.0,4.0,498768321787.0,349666161339.0
