row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,423.923.036.843,608.902.947.819,423923036843.0,608902947819.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,35.694.074.237,35.796.797.065,35694074237.0,35796797065.0
Trích lập (hoàn nhập) dự phòng,Trích lập (hoàn nhập) dự phòng,Trích lập (hoàn nhập) dự phòng,26.557.112.309,(17.424.000),26557112309.0,-17424000.0
nợ phải thu khó đòi,nợ phải thu khó đòi,nợ phải thu khó đòi,,,,
Chi phí phúc lợi cho người lao động,nợ phải thu khó đòi > Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,26.103.401.348,181.298.316.295,26103401348.0,181298316295.0
Chi phí dịch vụ mua ngoài khác,nợ phải thu khó đòi > Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,26.410.545.117,19.208.514.193,26410545117.0,19208514193.0
Chi phí sửa chữa tài sản,nợ phải thu khó đòi > Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,19.987.891.509,12.330.820.838,19987891509.0,12330820838.0
"Chi phí điện, nước, thông tin liên lạc","nợ phải thu khó đòi > Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",16.835.785.278,18.510.580.838,16835785278.0,18510580838.0
"Thuế, phí, lệ phí","nợ phải thu khó đòi > Thuế, phí, lệ phí","Thuế, phí, lệ phí",13.823.500.505,21.002.628.744,13823500505.0,21002628744.0
Công tác phí,nợ phải thu khó đòi > Công tác phí,Công tác phí,13.094.396.128,26.389.799.763,13094396128.0,26389799763.0
"Chi phí vật liệu, đồ dùng văn phòng","nợ phải thu khó đòi > Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",8.843.826.111,12.075.296.146,8843826111.0,12075296146.0
Chi phí bằng tiền khác,nợ phải thu khó đòi > Chi phí bằng tiền khác,Chi phí bằng tiền khác,54.756.749.987,70.938.380.971,54756749987.0,70938380971.0
TỔNG CỘNG,nợ phải thu khó đòi > TỔNG CỘNG,TỔNG CỘNG,666.030.319.372,1.006.436.658.672,666030319372.0,1006436658672.0
