row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.240.566.969.583,3.074.424.965.877,2240566969583.0,3074424965877.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",88.819.342.998,107.753.064.132,88819342998.0,107753064132.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.992.133.649.464,3.920.049.354.483,2992133649464.0,3920049354483.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",99.284.566.322,101.870.668.985,99284566322.0,101870668985.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,361.423.375.481,400.642.511.014,361423375481.0,400642511014.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",59.159.782.397,233.002.093.890,59159782397.0,233002093890.0
"Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không",27.476.270.759,21.749.388.955,27476270759.0,21749388955.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",305.266.068.576,466.729.890.777,305266068576.0,466729890777.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,205.585.995.742,308.887.202.530,205585995742.0,308887202530.0
"Chi hoa hồng, môi giới","Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",63.679.073.221,162.290.859.539,63679073221.0,162290859539.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,121.131.942.813,181.298.316.295,121131942813.0,181298316295.0
Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,125.298.467.177,216.674.765.776,125298467177.0,216674765776.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,212.677.555.061,282.846.059.951,212677555061.0,282846059951.0
Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,26.557.112.309,(17.424.000),26557112309.0,-17424000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.929.060.171.903,9.478.201.718.204,6929060171903.0,9478201718204.0
