row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2021 VND,01/01/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__01/01/2021 VND
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,2.885.075.820.535,2.673.695.664.495,300.0,,2885075820535.0,2673695664495.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,2.823.545.339.561,2.655.370.343.940,310.0,,2823545339561.0,2655370343940.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,16,363.762.300.188,382.521.322.173,311.0,16.0,363762300188.0,382521322173.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,17,41.088.676.453,38.480.642.165,312.0,17.0,41088676453.0,38480642165.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,18,60.581.180.721,125.453.941.054,313.0,18.0,60581180721.0,125453941054.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,102.109.034.770,124.277.942.109,314.0,,102109034770.0,124277942109.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,19,3.754.021.957,3.045.149.728,315.0,19.0,3754021957.0,3045149728.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,18.181.818,-,318.0,,18181818.0,
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,20.a,149.114.065.423,189.143.682.426,319.0,,149114065423.0,189143682426.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,21,2.032.288.120.686,1.723.009.678.809,320.0,21.0,2032288120686.0,1723009678809.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,,70.829.757.545,69.437.985.476,322.0,,70829757545.0,69437985476.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,61.530.480.974,18.325.320.555,330.0,,61530480974.0,18325320555.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,20.b,10.795.747.715,11.085.657.724,337.0,,10795747715.0,11085657724.0
2. Quỹ phát triển khoa học và công nghệ,2. Quỹ phát triển khoa học và công nghệ,2. Quỹ phát triển khoa học và công nghệ,343,22,50.734.733.259,7.239.662.831,343.0,22.0,50734733259.0,7239662831.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,7.789.628.096.358,7.272.260.798.974,400.0,,7789628096358.0,7272260798974.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,23,7.789.628.096.358,7.272.260.798.974,410.0,23.0,7789628096358.0,7272260798974.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,23,3.569.399.550.000,3.569.399.550.000,411.0,23.0,3569399550000.0,3569399550000.0
- Cố phiếu phố thông có quyền biểu quyết,- Cố phiếu phố thông có quyền biểu quyết,- Cố phiếu phố thông có quyền biểu quyết,411a,,3.569.399.550.000,3.569.399.550.000,,,3569399550000.0,3569399550000.0
- Cố phiếu ưu đãi,- Cố phiếu ưu đãi,- Cố phiếu ưu đãi,411b,,-,-,,,,
2. Thặng dư vốn cổ phần,- Cố phiếu ưu đãi > 2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,23,353.499.663.780,353.499.663.780,412.0,23.0,353499663780.0,353499663780.0
3. Quỹ đầu tư phát triển,- Cố phiếu ưu đãi > 3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,23,638.166.434.928,606.577.096.243,418.0,23.0,638166434928.0,606577096243.0
4. Lợi nhuận sau thuế chưa phân phối,- Cố phiếu ưu đãi > 4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,23,3.228.562.447.650,2.742.784.488.951,421.0,23.0,3228562447650.0,2742784488951.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- Cố phiếu ưu đãi > - LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,1.986.785.460.704,1.816.903.960.126,,,1986785460704.0,1816903960126.0
- LNST chưa phân phối kỳ này,- Cố phiếu ưu đãi > - LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,1.241.776.986.946,925.880.528.825,,,1241776986946.0,925880528825.0
II. Nguồn kinh phí và quỹ khác,- Cố phiếu ưu đãi > II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
TỔNG CỘNG NGUỒN VỐN,- Cố phiếu ưu đãi > TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,10.674.703.916.893,9.945.956.463.469,440.0,,10674703916893.0,9945956463469.0
