row_label_raw,row_label_full,col_0,col_1,31/12/2021,31/12/2021_1,31/12/2021_2,01/01/2021,numeric__col_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2021_2,numeric__01/01/2021
Tiền mặt tại quỹ,Tiền mặt tại quỹ,Tiền mặt tại quỹ,,26.918.307.671,,,16.736.433.621,,26918307671.0,,,16736433621.0
+ VND,+ VND,+ VND,,26.893.927.671,,,16.714.213.621,,26893927671.0,,,16714213621.0
+ Vàng tiền tệ (Vàng miếng SJC),+ Vàng tiền tệ (Vàng miếng SJC),+ Vàng tiền tệ (Vàng miếng SJC),4 miếng,24.380.000,4 miếng,,22.220.000,,24380000.0,,,22220000.0
Tiền gỏi ngân hàng,Tiền gỏi ngân hàng,Tiền gỏi ngân hàng,,151.609.014.875,,,402.853.532.398,,151609014875.0,,,402853532398.0
+ VND,+ VND,+ VND,,141.539.423.301,,,401.751.056.553,,141539423301.0,,,401751056553.0
+ USD,+ USD,+ USD,"445.777,23 #",10.069.574.537,"47.901,40 #",,1.102.143.682,,10069574537.0,,,1102143682.0
+ EUR,+ EUR,+ EUR,"0,67 #",17.037,"11,86 #",,332.163,,17037.0,,,332163.0
Cộng,Cộng,Cộng,,178.527.322.546,,,419.589.966.019,,178527322546.0,,,419589966019.0
