row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,7.643.844,6.691.873,7643844.0,6691873.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,6.526.520,5.319.752,6526520.0,5319752.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.018.798,1.116.251,1018798.0,1116251.0
Khác,Khác,Khác,98.526,255.870,98526.0,255870.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,14.662.159,22.788.265,14662159.0,22788265.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,4.442.474,4.481.537,4442474.0,4481537.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,3.828.364,12.208.155,3828364.0,12208155.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,1.217.430,1.715.408,1217430.0,1715408.0
Khác,Khác,Khác,5.173.891,4.383.165,5173891.0,4383165.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,22.306.003,29.480.138,22306003.0,29480138.0
