row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,3.238.797.279,2.755.025.588,3238797279.0,2755025588.0
Phải thu các bên liên quan từ việc cán trừ công nợ,Phải thu các bên liên quan từ việc cán trừ công nợ,Phải thu các bên liên quan từ việc cán trừ công nợ,2.096.923.128,1.906.456.037,2096923128.0,1906456037.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,946.736.873,671.605.138,946736873.0,671605138.0
Chỉ hộ,Chỉ hộ,Chỉ hộ,194.598.910,176.267.106,194598910.0,176267106.0
Khác,Khác,Khác,538.368,697.307,538368.0,697307.0
Dài hạn,Dài hạn,Dài hạn,1.736.955.331,1.668.938.243,1736955331.0,1668938243.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,1.736.955.331,1.637.747.061,1736955331.0,1637747061.0
Khác,Khác,Khác,-,31.191.182,,31191182.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.975.752.610,4.423.963.831,4975752610.0,4423963831.0
Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,-,-,,
GIÁ TRỊ THUÀN,Dự phòng phải thu khác khó đòi > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,4.975.752.610,4.423.963.831,4975752610.0,4423963831.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác các bên liên quan(TM số 28),Trong đó: > Phải thu ngắn hạn khác các bên liên quan(TM số 28),Phải thu ngắn hạn khác các bên liên quan(TM số 28),3.238.258.910,2.754.328.281,3238258910.0,2754328281.0
Phải thu dài hạn khác các bên liên quan(TM số 28),Trong đó: > Phải thu dài hạn khác các bên liên quan(TM số 28),Phải thu dài hạn khác các bên liên quan(TM số 28),1.736.955.331,1.668.938.243,1736955331.0,1668938243.0
Phải thu khác các bên thứ ba,Trong đó: > Phải thu khác các bên thứ ba,Phải thu khác các bên thứ ba,538.369,697.307,538369.0,697307.0
