row_label_raw,row_label_full,HA Attapeu,Cho vay,1.500.544.613,1.450.658.849,numeric__Cho vay,numeric__1.500.544.613,numeric__1.450.658.849
HA Oyadav,HA Oyadav,HA Oyadav,Cho vay,262.454.605,262.454.605,,262454605.0,262454605.0
HAQM Lào,HAQM Lào,HAQM Lào,Cho vay,1.000.000,1.000.000,,1000000.0,1000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.763.999.218,1.714.113.454,,1763999218.0,1714113454.0
