row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2016VND,1/1/2016VND,,
Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
▪ Công ty TNHH MTV Trung tâm Logistics Xanh,Các công ty con > ▪ Công ty TNHH MTV Trung tâm Logistics Xanh,▪ Công ty TNHH MTV Trung tâm Logistics Xanh,2.435.331.939,3.029.003.166,2435331939.0,3029003166.0
▪ Công ty Cổ phần Cảng Xanh VIP,Các công ty con > ▪ Công ty Cổ phần Cảng Xanh VIP,▪ Công ty Cổ phần Cảng Xanh VIP,1.408.643.706,3.435.026.537,1408643706.0,3435026537.0
▪ Công ty TNHH MTV Vận tải biển Ngôi sao xanh,Các công ty con > ▪ Công ty TNHH MTV Vận tải biển Ngôi sao xanh,▪ Công ty TNHH MTV Vận tải biển Ngôi sao xanh,1.487.893.000,1.935.022.925,1487893000.0,1935022925.0
▪ Công ty TNHH MTV Bến Xanh,Các công ty con > ▪ Công ty TNHH MTV Bến Xanh,▪ Công ty TNHH MTV Bến Xanh,421.161.920,1.298.909.233,421161920.0,1298909233.0
,,,5.753.030.565,9.697.961.861,5753030565.0,9697961861.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,,
▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Các công ty liên kết > ▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,6.199.292.781,15.850.750.680,6199292781.0,15850750680.0
,,,11.952.323.346,25.548.712.541,11952323346.0,25548712541.0
Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,,
▪ Công ty Cổ phần Cảng Nam Hải,Người bán là các bên thứ ba > ▪ Công ty Cổ phần Cảng Nam Hải,▪ Công ty Cổ phần Cảng Nam Hải,6.677.459.340,11.006.744.137,6677459340.0,11006744137.0
▪ Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,Người bán là các bên thứ ba > ▪ Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,▪ Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,3.412.305.570,-,3412305570.0,
▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,Người bán là các bên thứ ba > ▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,3.022.444.625,-,3022444625.0,
▪ Công ty Cổ phần Greateng Fortune Container Việt Nam,Người bán là các bên thứ ba > ▪ Công ty Cổ phần Greateng Fortune Container Việt Nam,▪ Công ty Cổ phần Greateng Fortune Container Việt Nam,2.313.688.745,-,2313688745.0,
▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Người bán là các bên thứ ba > ▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,857.018.250,3.223.038.850,857018250.0,3223038850.0
▪ Các nhà cung cấp khác,Người bán là các bên thứ ba > ▪ Các nhà cung cấp khác,▪ Các nhà cung cấp khác,6.438.581.293,7.211.081.906,6438581293.0,7211081906.0
,,,34.673.821.169,46.989.577.434,34673821169.0,46989577434.0
