row_label_raw,row_label_full,col_0,Giá gốc,Giá gốc_1,numeric__Giá gốc,numeric__Giá gốc_1
,,,31/12/2016VND,1/1/2016VND,,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,5.895.903.937,7.879.763.361,5895903937.0,7879763361.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,1.152.000,2.162.590,1152000.0,2162590.0
Hàng hóa,Hàng hóa,Hàng hóa,933.076.166,545.519.014,933076166.0,545519014.0
,,,6.830.132.103,8.427.444.965,6830132103.0,8427444965.0
