row_label_raw,row_label_full,Công ty Cổ phần Tập đoàn Phú Mỹ,Cùng thành viên Hội đồng Quản trị Công ty liên kết,Nhận góp vốn hợp tác đầu tư Phải trả chia sẻ lợi nhuận hợp tác kinh doanh,1.297.290.000,1.297.290.000_1,numeric__Cùng thành viên Hội đồng Quản trị Công ty liên kết,numeric__Nhận góp vốn hợp tác đầu tư Phải trả chia sẻ lợi nhuận hợp tác kinh doanh,numeric__1.297.290.000,numeric__1.297.290.000_1
Công ty Cổ phần Tập đoàn Phú Mỹ,Công ty Cổ phần Tập đoàn Phú Mỹ,Công ty Cổ phần Tập đoàn Phú Mỹ,Cùng thành viên Hội đồng Quản trị Công ty liên kết,Nhận góp vốn hợp tác đầu tư Phải trả chia sẻ lợi nhuận hợp tác kinh doanh,12.383.399.413,12.291.523.923,,,12383399413.0,12291523923.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,13.680.689.413,13.588.813.923,,,13680689413.0,13588813923.0
