row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí môi giới,Chi phí bán hàng > Chi phí môi giới,Chi phí môi giới,125.885.832.496,51.068.492.387,125885832496.0,51068492387.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,32.275.579.478,26.987.968.585,32275579478.0,26987968585.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,158.161.411.974,78.056.460.972,158161411974.0,78056460972.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,38.781.547.352,46.978.739.244,38781547352.0,46978739244.0
"Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí quản lý doanh nghiệp > Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí công cụ, dụng cụ, đồ dùng văn phòng",12.116.119.001,22.783.844.477,12116119001.0,22783844477.0
Chi phí khấu hao tài sản cố định và phân bổ lợitheé thương mại,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định và phân bổ lợitheé thương mại,Chi phí khấu hao tài sản cố định và phân bổ lợitheé thương mại,4.289.470.092,5.933.295.494,4289470092.0,5933295494.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,26.331.237.531,15.071.946.808,26331237531.0,15071946808.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,45.518.072.788,31.906.361.205,45518072788.0,31906361205.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,127.036.446.764,122.674.187.228,127036446764.0,122674187228.0
