row_label_raw,row_label_full,Số tiền đi vay thực thu trong năm,Năm nay > Số tiền đi vay thực thu trong năm,Đơn vị tính: VND > Năm trước > Số tiền đi vay thực thu trong năm,numeric__Năm nay > Số tiền đi vay thực thu trong năm,numeric__Đơn vị tính: VND > Năm trước > Số tiền đi vay thực thu trong năm
Tiền thu từ đi vay theo khế ước thông thường,Tiền thu từ đi vay theo khế ước thông thường,Tiền thu từ đi vay theo khế ước thông thường,992.617.220.245,1.118.073.934.409,992617220245.0,1118073934409.0
Tiền thu từ phát hành trái phiếu thường,Tiền thu từ phát hành trái phiếu thường,Tiền thu từ phát hành trái phiếu thường,425.740.497.219,572.924.177.330,425740497219.0,572924177330.0
Tiền thu từ phát hành trái phiếu chuyển đổi Trong đó:,Tiền thu từ phát hành trái phiếu chuyển đổi Trong đó:,Tiền thu từ phát hành trái phiếu chuyển đổi Trong đó:,688.697.771.182,-,688697771182.0,
Tiền thu từ phát hành trái phiếu tương ứng cấu phần vốn,Tiền thu từ phát hành trái phiếu tương ứng cấu phần vốn,Tiền thu từ phát hành trái phiếu tương ứng cấu phần vốn,90.496.534.831,,90496534831.0,
Tiền thu từ phát hành trái phiếu tương ứng cấu phần nợ,Tiền thu từ phát hành trái phiếu tương ứng cấu phần nợ,Tiền thu từ phát hành trái phiếu tương ứng cấu phần nợ,598.201.236.351,,598201236351.0,
