row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,2.666.099.233.796,2.171.215.180.594,,231.0,2666099233796.0,2171215180594.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(55.502.956.125),(6.216.267.292),,231.0,-55502956125.0,-6216267292.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,2.610.596.277.671,2.164.998.913.302,,231.0,2610596277671.0,2164998913302.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(1.968.678.565.580),(1.481.688.831.813),,24.0,-1968678565580.0,-1481688831813.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,641.917.712.091,683.310.081.489,,,641917712091.0,683310081489.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,121.115.343.820,107.076.767.708,,232.0,121115343820.0,107076767708.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(114.448.023.256) (103.911.543.417),(212.295.313.732) (204.671.567.242),,25.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(114.448.023.256) (103.911.543.417),(212.295.313.732) (204.671.567.242),,25.0,,
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",,20.558.940.241,7.175.117.135,,,20558940241.0,7175117135.0
25,25,25,9. Chi phí bán hàng,26,(158.161.411.974),(78.056.460.972),,26.0,-158161411974.0,-78056460972.0
26,26,26,10. Chi phí quản lý doanh nghiệp,26,(127.036.446.764),(122.674.187.228),,26.0,-127036446764.0,-122674187228.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,383.946.114.158,384.536.004.400,,,383946114158.0,384536004400.0
31,31,31,12. Thu nhập khác,27,11.943.418.228,4.549.214.108,,27.0,11943418228.0,4549214108.0
32,32,32,13. Chi phí khác,,(3.632.494.834),(2.045.065.436),,,-3632494834.0,-2045065436.0
40,40,40,14. Lợi nhuận khác,,8.310.923.394,2.504.148.672,,,8310923394.0,2504148672.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,392.257.037.552,387.040.153.072,,,392257037552.0,387040153072.0
51,51,51,16. Chi phí thuế TNDN hiện hành,29.1,(42.815.367.744),(80.630.296.618),,291.0,-42815367744.0,-80630296618.0
52,52,52,17. (Chỉ phí)/thu nhập thuế TNDN hoãn lại,29.3,(5.291.705.920),393.925.878,,293.0,-5291705920.0,393925878.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,344.149.963.888,306.803.782.332,,,344149963888.0,306803782332.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,348.132.041.356,300.922.029.670,,,348132041356.0,300922029670.0
62,62,62,20. (Lỗ)/lợi nhuận sau thuế của cổ đông không kiểm soát,,(3.982.077.468),5.881.752.662,,,-3982077468.0,5881752662.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,31,1.582,1.368,,31.0,1582.0,1368.0
