row_label_raw,row_label_full,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn PhúHội đồng Quản trị và Ban kiểm soát,Công ty liên kết,Nhận góp vốn hợp tác đầu tư,8.462.300.021,1.461.684.636,numeric__Công ty liên kết,numeric__Nhận góp vốn hợp tác đầu tư,numeric__8.462.300.021,numeric__1.461.684.636
Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn PhúHội đồng Quản trị và Ban kiểm soát,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn PhúHội đồng Quản trị và Ban kiểm soát,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn PhúHội đồng Quản trị và Ban kiểm soát,Công ty liên kết,Phải trả thù lao,189.000.000,198.000.000,,,189000000.0,198000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,8.651.300.021,1.659.684.636,,,8651300021.0,1659684636.0
