row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.394.444.571.983,2.958.224.475.647,,,3394444571983.0,2958224475647.0
410,410,410,I. Vốn chủ sở hữu,22,3.394.444.571.983,2.958.224.475.647,,22.0,3394444571983.0,2958224475647.0
411,411,411,1. Vốn cổ phần,,2.199.997.800.000,1.999.999.000.000,,,2199997800000.0,1999999000000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,2.199.997.800.000,1.999.999.000.000,,,2199997800000.0,1999999000000.0
413,413,413,2. Quyền chọn chuyển đổi trái phiếu,21,90.496.534.831,-,,21.0,90496534831.0,
418,418,418,3. Quỹ đầu tư phát triển,,15.177.859.740,15.177.859.740,,,15177859740.0,15177859740.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,7.588.929.869,7.588.929.869,,,7588929869.0,7588929869.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,878.794.718.679,735.366.093.186,,,878794718679.0,735366093186.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,528.926.437.742,434.444.063.516,,,528926437742.0,434444063516.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,349.868.280.937,300.922.029.670,,,349868280937.0,300922029670.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,202.388.728.864,200.092.592.852,,,202388728864.0,200092592852.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.835.483.700.668,9.703.533.833.765,,,9835483700668.0,9703533833765.0
