row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận đặt cọc chuyển nhượng bất động sản (i),Ngắn hạn > Nhận đặt cọc chuyển nhượng bất động sản (i),Nhận đặt cọc chuyển nhượng bất động sản (i),74.000.000.000,74.000.000.000,74000000000.0,74000000000.0
Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Palace Giáng Võ (ii),Ngắn hạn > Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Palace Giáng Võ (ii),Phải trả về giá trị tài sản trên đất cho Dự án Grandeur Palace Giáng Võ (ii),43.098.104.400,43.098.104.400,43098104400.0,43098104400.0
Kinh phí bảo trì (vi),Ngắn hạn > Kinh phí bảo trì (vi),Kinh phí bảo trì (vi),81.893.821.471,26.336.697.151,81893821471.0,26336697151.0
Phải trả ngắn hạn khác,Ngắn hạn > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,69.951.987.476,35.066.653.739,69951987476.0,35066653739.0
Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 30),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 30),Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 30),8.651.300.021,1.659.684.636,8651300021.0,1659684636.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,277.595.213.368,180.161.139.926,277595213368.0,180161139926.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc hợp tác đầu tư dự án khu đô thịCồn Khương (iii),Dài hạn > Nhận đặt cọc hợp tác đầu tư dự án khu đô thịCồn Khương (iii),Nhận đặt cọc hợp tác đầu tư dự án khu đô thịCồn Khương (iii),625.000.000.000,625.000.000.000,625000000000.0,625000000000.0
Nhận góp vốn hợp tác đầu tư (iv),Dài hạn > Nhận góp vốn hợp tác đầu tư (iv),Nhận góp vốn hợp tác đầu tư (iv),129.531.937.398,118.696.962.300,129531937398.0,118696962300.0
Vốn huy động thực hiện dự án (v),Dài hạn > Vốn huy động thực hiện dự án (v),Vốn huy động thực hiện dự án (v),121.508.335.893,94.514.276.778,121508335893.0,94514276778.0
Phải trả khác,Dài hạn > Phải trả khác,Phải trả khác,8.072.555.161,27.814.980.226,8072555161.0,27814980226.0
Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 30),Dài hạn > Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 30),Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 30),13.680.689.413,13.588.813.923,13680689413.0,13588813923.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,897.793.517.865,879.615.033.227,897793517865.0,879615033227.0
