row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư Kinh doanh Địa ốc An Phú (trước đây là Công ty Cổ phần Kinh doanh Địa ốc Văn Phú),Công ty Cổ phần Đầu tư Kinh doanh Địa ốc An Phú (trước đây là Công ty Cổ phần Kinh doanh Địa ốc Văn Phú),Công ty Cổ phần Đầu tư Kinh doanh Địa ốc An Phú (trước đây là Công ty Cổ phần Kinh doanh Địa ốc Văn Phú),Công ty liên kết,Mua dịch vụCổ tức được chia,2.603.182.0821.911.600.000,31.035.852.7732.160.000.000,,,2.60318208219116e+19,3.1035852773216e+20
Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,Công ty liên doanh,Góp vốn,2.160.000.000,1.500.000.000,,,2160000000.0,1500000000.0
Công ty Cổ phần Đầu tư - Kinh doanh Bất động sản Trần Việt,Công ty Cổ phần Đầu tư - Kinh doanh Bất động sản Trần Việt,Công ty Cổ phần Đầu tư - Kinh doanh Bất động sản Trần Việt,Công ty liên kết,Góp vốn,-,27.440.000.000,,,,27440000000.0
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Cùng thành viên Hội đồng Quản trị,Chuyển nhượng vốn góp Công ty TNHH Đầu tư Cần Khương,-,157.500.000.000,,,,157500000000.0
Công ty Cổ phần Đầu tư Văn Phú – Land,Công ty Cổ phần Đầu tư Văn Phú – Land,Công ty Cổ phần Đầu tư Văn Phú – Land,Cùng thành viên Ban Tổng Giám đốc,Trả lại tiền nhận góp vốn hợp tác đầu tư,-,19.538.000.000,,,,19538000000.0
Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,Công ty liên kết,Phân chia lợi nhuận theo hợp đồng hợp tác đầu tưTrả lại tiền nhận góp vốn hợp tác đầu tư,172.672.964,6.585.443.496,,,172672964.0,6585443496.0
