row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng các dự án bắt động sản,Ngắn hạn > Chi phí bán hàng các dự án bắt động sản,Chi phí bán hàng các dự án bắt động sản,48.565.173.029,175.128.715.678,48565173029.0,175128715678.0
Thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,6.507.133.149,21.286.492.739,6507133149.0,21286492739.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",703.346.362,216.656.087,703346362.0,216656087.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,2.251.102.839,3.488.210.081,2251102839.0,3488210081.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,58.026.755.379,200.120.074.585,58026755379.0,200120074585.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Dư án khu dịch vụ khách sạn Hồ Tây","Dài hạn > Công cụ, dụng cụ phục vụ Dư án khu dịch vụ khách sạn Hồ Tây","Công cụ, dụng cụ phục vụ Dư án khu dịch vụ khách sạn Hồ Tây",98.026.981.597,121.832.671.225,98026981597.0,121832671225.0
Chi phí trả trước tiền thuê mặt bằng Dư án Khu dịch vụ khách sạn Hồ Tây,Dài hạn > Chi phí trả trước tiền thuê mặt bằng Dư án Khu dịch vụ khách sạn Hồ Tây,Chi phí trả trước tiền thuê mặt bằng Dư án Khu dịch vụ khách sạn Hồ Tây,47.216.206.234,50.388.913.738,47216206234.0,50388913738.0
Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Dài hạn > Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,10.431.168.361,19.621.495.955,10431168361.0,19621495955.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",599.354.804,2.020.250.555,599354804.0,2020250555.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,3.174.838.333,8.198.540.454,3174838333.0,8198540454.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,159.448.549.329,202.061.871.927,159448549329.0,202061871927.0
