row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,989.794.396.516,1.685.876.617.922,,231.0,989794396516.0,1685876617922.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,24,(605.563.012.552),(972.514.979.670),,24.0,-605563012552.0,-972514979670.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,384.231.383.964,713.361.638.252,,,384231383964.0,713361638252.0
21,21,21,4. Doanh thu hoạt động tài chính,23.2,936.375.002.695,701.636.641.568,,232.0,936375002695.0,701636641568.0
22,22,22,5. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(165.692.607.835) (155.241.244.315),(168.278.487.797) (140.039.311.060),,25.0,,
23,23,23,5. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(165.692.607.835) (155.241.244.315),(168.278.487.797) (140.039.311.060),,25.0,,
25,25,25,6. Chi phí bán hàng,26,(51.022.061.300),(102.721.136.983),,26.0,-51022061300.0,-102721136983.0
26,26,26,7. Chi phí quản lý doanh nghiệp,26,(148.386.350.053),(123.916.746.513),,26.0,-148386350053.0,-123916746513.0
30,30,30,8. Lợi nhuận thuần từ hoạt động kinh doanh,,955.505.367.471,1.020.081.908.527,,,955505367471.0,1020081908527.0
31,31,31,9. Thu nhập khác,27,36.977.234.721,9.014.251.125,,27.0,36977234721.0,9014251125.0
32,32,32,10. Chi phí khác,27,(2.124.892.498),(2.452.703.706),,27.0,-2124892498.0,-2452703706.0
40,40,40,11. Lợi nhuận khác,27,34.852.342.223,6.561.547.419,,27.0,34852342223.0,6561547419.0
50,50,50,12. Tổng lợi nhuận kế toán trước thuế,,990.357.709.694,1.026.643.455.946,,,990357709694.0,1026643455946.0
51,51,51,13. Chi phí thuế TNDN hiện hành,28.1,(69.567.477.681),(95.323.766.430),,281.0,-69567477681.0,-95323766430.0
52,52,52,14. (Chi phí) thu nhập thuế TNDN hoãn lại,28.3,(14.093.346.720),121.710.783,,283.0,-14093346720.0,121710783.0
60,60,60,15. Lợi nhuận sau thuế TNDN,,906.696.885.293,931.441.400.299,,,906696885293.0,931441400299.0
