row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận góp vốn từ HDHTKD (i),Ngắn hạn > Nhận góp vốn từ HDHTKD (i),Nhận góp vốn từ HDHTKD (i),1.776.161.409.045,759.259.871.913,1776161409045.0,759259871913.0
- Bên liên quan (Thuyết minh số 29),Ngắn hạn > - Bên liên quan (Thuyết minh số 29),- Bên liên quan (Thuyết minh số 29),1.716.161.409.045,390.759.871.913,1716161409045.0,390759871913.0
- Công ty THNH Đầu tư và Phát triển Du lịch Khang Hung,Ngắn hạn > - Công ty THNH Đầu tư và Phát triển Du lịch Khang Hung,- Công ty THNH Đầu tư và Phát triển Du lịch Khang Hung,60.000.000.000,368.500.000.000,60000000000.0,368500000000.0
Phải trả các khoản đầu tư,Ngắn hạn > Phải trả các khoản đầu tư,Phải trả các khoản đầu tư,296.879.563.440,50.446.114.777,296879563440.0,50446114777.0
- Bên liên quan (Thuyết minh số 29),Ngắn hạn > - Bên liên quan (Thuyết minh số 29),- Bên liên quan (Thuyết minh số 29),245.000.000.000,-,245000000000.0,
- Công ty Cổ phần Đầu tư Hạ tầng và Đỏ thị Dầu khí,Ngắn hạn > - Công ty Cổ phần Đầu tư Hạ tầng và Đỏ thị Dầu khí,- Công ty Cổ phần Đầu tư Hạ tầng và Đỏ thị Dầu khí,46.726.595.200,46.726.595.200,46726595200.0,46726595200.0
- Khác,Ngắn hạn > - Khác,- Khác,5.152.968.240,3.719.519.577,5152968240.0,3719519577.0
"Nhân ký quỹ, ký cược ngắn hạn","Ngắn hạn > Nhân ký quỹ, ký cược ngắn hạn","Nhân ký quỹ, ký cược ngắn hạn",54.901.065.214,33.372.818.200,54901065214.0,33372818200.0
Thu hộ tiền cho chủ đầu tư dự án,Ngắn hạn > Thu hộ tiền cho chủ đầu tư dự án,Thu hộ tiền cho chủ đầu tư dự án,6.064.161.132,4.857.899.272,6064161132.0,4857899272.0
Đặt cọc khách hàng cá nhân mua căn hộ,Ngắn hạn > Đặt cọc khách hàng cá nhân mua căn hộ,Đặt cọc khách hàng cá nhân mua căn hộ,1.260.687.336,1.760.687.336,1260687336.0,1760687336.0
Thu hộ phí bảo trì các dự án,Ngắn hạn > Thu hộ phí bảo trì các dự án,Thu hộ phí bảo trì các dự án,432.296.199,62.298.278.210,432296199.0,62298278210.0
Cổ tức phải trả,Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,81.405.125,107.443.200,81405125.0,107443200.0
Khác,Ngắn hạn > Khác,Khác,5.108.761.806,5.367.214.667,5108761806.0,5367214667.0
,,,2.140.889.349.297,917.470.327.575,2140889349297.0,917470327575.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhân góp vốn từ HDHTKD từ bên liên quan (i),Dài hạn > Nhân góp vốn từ HDHTKD từ bên liên quan (i),Nhân góp vốn từ HDHTKD từ bên liên quan (i),490.689.080.280,1.659.414.056.523,490689080280.0,1659414056523.0
- Đất Xanh Hội An,Dài hạn > - Đất Xanh Hội An,- Đất Xanh Hội An,-,997.000.000.000,,997000000000.0
- Khác,Dài hạn > - Khác,- Khác,490.689.080.280,662.414.056.523,490689080280.0,662414056523.0
"Nhân ký quỹ, ký cược dài hạn","Dài hạn > Nhân ký quỹ, ký cược dài hạn","Nhân ký quỹ, ký cược dài hạn",7.768.024.271,8.741.045.131,7768024271.0,8741045131.0
,,,498.457.104.551,1.668.155.101.654,498457104551.0,1668155101654.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.639.346.453.848,2.585.625.429.229,2639346453848.0,2585625429229.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên liên quan (Thuyết minh số 29),Trong đó: > Phải trả bên liên quan (Thuyết minh số 29),Phải trả bên liên quan (Thuyết minh số 29),2.480.243.237.078,2.056.020.257.803,2480243237078.0,2056020257803.0
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,159.103.216.770,529.605.171.426,159103216770.0,529605171426.0
