row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,,,,,,
"Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)","Tên công ty con > Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)","Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"") (i)",Kinh doanh BDS,Đang hoạt động,"99,99",2.878.991.224.626,"99,99",372.908.259.936,,,99.99,2878991224626.0,99.99,372908259936.0
"Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"") (ii)","Tên công ty con > Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"") (ii)","Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (""DXS"") (ii)",Kinh doanh BDS,Đang hoạt động,"90,50",2.714.910.140.000,"99,99",1.099.890.140.000,,,90.5,2714910140000.0,99.99,1099890140000.0
"Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"")","Tên công ty con > Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"")","Công ty TNHH MTV Đất Xanh Hội An (""Đất Xanh Hội An"")",Kinh doanh BDS,Đang hoạt động,100,1.000.000.000.000,100,1.000.000.000.000,,,100.0,1000000000000.0,100.0,1000000000000.0
"Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"")","Tên công ty con > Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"")","Công ty Cổ phần Sài Gòn Riverview (""Saigon Riverview"")",Kinh doanh BDS,Đang hoạt động,"99,99",349.650.000.000,"99,9",319.725.595.985,,,99.99,349650000000.0,99.9,319725595985.0
"Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"")","Tên công ty con > Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"")","Công ty Cổ phần Vicco Sài Gòn (""Vicco Saigon"")",Kinh doanh BDS,Đang hoạt động,"99,99",228.149.025.849,"99,99",198.367.355.752,,,99.99,228149025849.0,99.99,198367355752.0
"Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"")","Tên công ty con > Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"")","Công ty TNHH Đầu tư Xây dựng Thương mại Xuân Định (""Xuân Định"")",Kinh doanh BDS,Đang hoạt động,"99,99",205.000.000.000,"99,99",205.000.000.000,,,99.99,205000000000.0,99.99,205000000000.0
"Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (iii)","Tên công ty con > Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (iii)","Công ty Cổ phần Xây dựng FBV (""Xây dựng FBV"") (iii)",Xây dựng,Đang hoạt động,51,18.235.112.848,"89,26",31.914.675.000,,,51.0,18235112848.0,89.26,31914675000.0
"Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (trước đây là Công ty TNHH Đầu Tư BDS Đất Xanh)","Tên công ty con > Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (trước đây là Công ty TNHH Đầu Tư BDS Đất Xanh)","Công ty Cổ phần Đầu tư Bất động sản Miền Bắc (""DXI"") (trước đây là Công ty TNHH Đầu Tư BDS Đất Xanh)",Kinh doanh và môi giới BDS,Đang hoạt động,100,51.754.440.894,100,26.537.766.576,,,100.0,51754440894.0,100.0,26537766576.0
"Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (iv)","Tên công ty con > Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (iv)","Công ty TNHH Đầu tư Sài Gòn Riverside (""Saigon Riverside"") (iv)",Kinh doanh BDS,Đang hoạt động,-,-,75,712.500.000.000,,,,,75.0,712500000000.0
"Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iv)","Tên công ty con > Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iv)","Công ty Cổ phần Đầu tư Dầu khí Thăng Long (""Thăng Long Petrol"") (iv)",Kinh doanh BDS,Đang hoạt động,-,-,"99,9",573.275.645.890,,,,,99.9,573275645890.0
"Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"") (iv)","Tên công ty con > Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"") (iv)","Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"") (iv)",Kinh doanh BDS,Đang hoạt động,-,-,"99,91",295.740.000.000,,,,,99.91,295740000000.0
"Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"") (iv)","Tên công ty con > Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"") (iv)","Công ty Cổ phần Đầu tư Đất Viễn Đông (""Vidoland"") (iv)",Kinh doanh BDS,Đang hoạt động,-,-,"99,99",237.998.968.240,,,,,99.99,237998968240.0
"Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"") (iv)","Tên công ty con > Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"") (iv)","Công ty Cổ phần In Nông Nghiệp (""In Nông Nghiệp"") (iv)",Kinh doanh BDS,Đang hoạt động,-,-,"99,99",132.985.600.000,,,,,99.99,132985600000.0
