row_label_raw,row_label_full,Ngày phát hành31 tháng 7 năm 2018 > Ngày phát hành23 tháng 10 năm2018,680.000.000.000 > 470.000.000.000,4 năm > 3 năm,Tài trợ các dự án đang triển khai > Bổ sung vốn lưu động,"Quyền sử dụng đất và tài sản khác gắn liền với dự án được tài trợ > Hai (2) quyền sử dụng đất tại phường An Phú, quận 2, thành phố Hồ Chí Minh",numeric__680.000.000.000 > 470.000.000.000,numeric__4 năm > 3 năm,numeric__Tài trợ các dự án đang triển khai > Bổ sung vốn lưu động,"numeric__Quyền sử dụng đất và tài sản khác gắn liền với dự án được tài trợ > Hai (2) quyền sử dụng đất tại phường An Phú, quận 2, thành phố Hồ Chí Minh"
Chi phí phát hành trải phiếu chưa phân bổ,Chi phí phát hành trải phiếu chưa phân bổ,Chi phí phát hành trải phiếu chưa phân bổ,(5.360.303.032),,,,-5360303032.0,,,
Ngày phát hành24 tháng 8 năm 2018,Ngày phát hành24 tháng 8 năm 2018,Ngày phát hành24 tháng 8 năm 2018,18.000.000.000,2 năm,Bổ sung vốn lưu động,"Hai (2) quyền sử dụng đất tại phường An Phú, quận 2, thành phố Hồ Chí Minh",18000000000.0,,,
Chi phí phát hành trải phiếu chưa phân bổ,Chi phí phát hành trải phiếu chưa phân bổ,Chi phí phát hành trải phiếu chưa phân bổ,(1.665.627.240),,,,-1665627240.0,,,
,,,1.160.974.069.728,,,,1160974069728.0,,,
