row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Đất Xanh Nam Trung Bo,Phải thu ngắn hạn khác > Đất Xanh Nam Trung Bo,Đất Xanh Nam Trung Bo,Công ty con,Vốn góp theo HĐKTKD,106.913.184.000,26.347.910.400,,,106913184000.0,26347910400.0
Đất Xanh Miền Bắc,Phải thu ngắn hạn khác > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Công ty con,Vốn góp theo HĐHTKD,47.887.084.998,304.868.533.970,,,47887084998.0,304868533970.0
Đất Xanh Đông Nam Bộ,Phải thu ngắn hạn khác > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Vốn góp theo HĐHTKD,25.643.364.000,36.343.364.000,,,25643364000.0,36343364000.0
Đất Xanh Miền Trung,Phải thu ngắn hạn khác > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Vốn góp theo HĐHTKD,22.673.326.400,161.604.386.400,,,22673326400.0,161604386400.0
Vicco Sài Gòn,Phải thu ngắn hạn khác > Vicco Sài Gòn,Vicco Sài Gòn,Công ty con,Kỳ quỹ,2.566.070.280,-,,,2566070280.0,
DXS,DXS,DXS,Công ty con,Cổ tức Vốn góp Lãi cho vay,2.125.818.182 -,2.125.818.182 303.594.480.000 262.011.639,,,,
Ông Lương Trí Tú,DXS > Ông Lương Trí Tú,Ông Lương Trí Tú,Cổ đông,Tạm ứng,1.793.713.900,2.316.920.390,,,1793713900.0,2316920390.0
DXI,DXS > DXI,DXI,Công ty con,Lãi cho vay,1.473.386.302,-,,,1473386302.0,
Sải Gôn Riverview,DXS > Sải Gôn Riverview,Sải Gôn Riverview,Công ty con,Lãi cho vay,451.159.120,-,,,451159120.0,
Hà Thuận Hùng,DXS > Hà Thuận Hùng,Hà Thuận Hùng,Công ty con,Lãi cho vay,33.103.726,18.207.049,,,33103726.0,18207049.0
Ông Nguyễn Khánh Hưng,DXS > Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Cổ đông,Tạm ứng,2.992.600,2.992.600,,,2992600.0,2992600.0
Đất Xanh Miền Nam,DXS > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Vốn góp theo HĐHTKD,-,123.483.384.428,,,,123483384428.0
LDG,DXS > LDG,LDG,Công ty liên kết,Lãi cho vay,-,5.550.666.665,,,,5550666665.0
Đất Xanh Miền Tây,DXS > Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Vốn góp theo HĐHTKD,-,4.000.000.000,,,,4000000000.0
Ông Trần Công Luận,DXS > Ông Trần Công Luận,Ông Trần Công Luận,Phó Tổng Giám đốc,Tạm ứng,-,150.000.000,,,,150000000.0
Dầu Khí Nha Trang,DXS > Dầu Khí Nha Trang,Dầu Khí Nha Trang,Công ty con,Lãi cho vay,-,12.074.139,,,,12074139.0
Đất Xanh Nam Bộ,DXS > Đất Xanh Nam Bộ,Đất Xanh Nam Bộ,Công ty con,Lãi cho vay,-,6.600.000,,,,6600000.0
,,,,,211.563.203.508,970.687.349.862,,,211563203508.0,970687349862.0
