row_label_raw,row_label_full,Các chênh lệch tạm thời,Các chênh lệch tạm thời_1,numeric__Các chênh lệch tạm thời_1
Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,Lỗ chuyển sang các năm sau của chi nhánh Hà Nội,7.660.499.757,7660499757.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,1.421.288.546,1421288546.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.081.788.303,9081788303.0
