row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,51.022.061.300,102.721.136.983,51022061300.0,102721136983.0
- Chi phí môi giới,- Chi phí môi giới,- Chi phí môi giới,24.562.458.827,33.257.136.643,24562458827.0,33257136643.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,7.218.430.544,32.513.150.673,7218430544.0,32513150673.0
- Chi phí quảng cáo,- Chi phí quảng cáo,- Chi phí quảng cáo,15.798.546.417,32.352.334.481,15798546417.0,32352334481.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,728.446.351,740.633.140,728446351.0,740633140.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,2.714.179.161,3.857.882.046,2714179161.0,3857882046.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,148.386.350.053,123.916.746.513,148386350053.0,123916746513.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,87.655.597.184,74.437.822.535,87655597184.0,74437822535.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,30.171.157.085,27.893.675.046,30171157085.0,27893675046.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,4.558.676.458,2.738.818.054,4558676458.0,2738818054.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,26.000.919.326,18.846.430.878,26000919326.0,18846430878.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,199.408.411.353,226.637.883.496,199408411353.0,226637883496.0
