row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1,1.0
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,2,2.0
Báo cáo kiểm toàn độc lập,Báo cáo kiểm toàn độc lập,Báo cáo kiểm toàn độc lập,3 - 4,
Băng cân đối kế toàn riêng,Băng cân đối kế toàn riêng,Băng cân đối kế toàn riêng,5 - 7,
Báo cáo kết quả hoạt động kinh doanh riêng,Băng cân đối kế toàn riêng > Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng,8,8.0
Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,9 - 10,
Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,11 - 47,
