row_label_raw,row_label_full,Tập đoàn:,Tập đoàn:_1,Tập đoàn:_2,numeric__Tập đoàn:_1,numeric__Tập đoàn:_2
,,,2018Nghìn VND,2017Nghìn VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,987.802.403,1.681.618.571,987802403.0,1681618571.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.064.767.221,802.396.482,1064767221.0,802396482.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),Chuyển sang tài sản cố định hữu hình (Thuyết minh 10),(601.822.915),(1.440.359.745),-601822915.0,-1440359745.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,-,(10.337.244),,-10337244.0
Chuyển sang chi phí trả trước dài hạn (Thuyết minh 15),Chuyển sang chi phí trả trước dài hạn (Thuyết minh 15),Chuyển sang chi phí trả trước dài hạn (Thuyết minh 15),(4.693.269),(45.515.661),-4693269.0,-45515661.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(16.874.539),-,-16874539.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.429.178.901,987.802.403,1429178901.0,987802403.0
