row_label_raw,row_label_full,col_0,Chi phí trước hoạt động Nghìn VND,Chi phí đền bù giải phóng mặt bằng Nghìn VND,Tiền đóng góp cho Uỷ ban Nhân dân Tỉnh Thái Nguyên Nghìn VND,Chi phí khai thác khoáng sản khác Nghìn VND,Chi phí trả trước khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Chi phí trước hoạt động Nghìn VND,numeric__Chi phí đền bù giải phóng mặt bằng Nghìn VND,numeric__Tiền đóng góp cho Uỷ ban Nhân dân Tỉnh Thái Nguyên Nghìn VND,numeric__Chi phí khai thác khoáng sản khác Nghìn VND,numeric__Chi phí trả trước khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.093.948,1.081.306.579,2.000.000,1.303.896.280,51.563.205,2.440.860.012,2093948.0,1081306579.0,2000000.0,1303896280.0,51563205.0,2440860012.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,270.210.959,13.157.599,283.368.558,,,,270210959.0,13157599.0,283368558.0
Chuyển từ Chi phí xây dựng cơ bản dở dang (Thuyết minh 13),Chuyển từ Chi phí xây dựng cơ bản dở dang (Thuyết minh 13),Chuyển từ Chi phí xây dựng cơ bản dở dang (Thuyết minh 13),-,4.693.269,-,-,-,4.693.269,,4693269.0,,,,4693269.0
Chuyển từ phải thu dài hạn,Chuyển từ phải thu dài hạn,Chuyển từ phải thu dài hạn,-,14.419.287,-,-,-,14.419.287,,14419287.0,,,,14419287.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.093.948),(68.796.442),(2.000.000),(84.300.275),(9.708.533),(166.899.198),-2093948.0,-68796442.0,-2000000.0,-84300275.0,-9708533.0,-166899198.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,1.031.622.693,-,1.489.806.964,55.012.271,2.576.441.928,,1031622693.0,,1489806964.0,55012271.0,2576441928.0
