row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.632.750.511.366,3.106.305.663.306,,300.0,,2632750511366.0,3106305663306.0
I.,I.,I.,Nợ ngắn hạn,310,,1.378.029.922.572,1.622.196.396.587,,310.0,,1378029922572.0,1622196396587.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,431.166.572.062,366.103.308.641,,311.0,14.0,431166572062.0,366103308641.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.511.857.860,223.927.125,,312.0,,1511857860.0,223927125.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,52.663.831.520,27.803.909.319,,313.0,15.0,52663831520.0,27803909319.0
4.,4.,4.,Phải trả người lao động,314,,138.874.546.860,116.609.986.639,,314.0,,138874546860.0,116609986639.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,110.400.591.792,79.077.780.862,,315.0,16.0,110400591792.0,79077780862.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,60.558.022,-,,318.0,,60558022.0,
7.,7.,7.,Phải trả ngắn hạn khác,319,17,198.709.659.480,190.619.316.904,,319.0,17.0,198709659480.0,190619316904.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,18,250.588.048.614,646.321.802.328,,320.0,18.0,250588048614.0,646321802328.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,19,91.689.887.304,100.271.102.240,,321.0,19.0,91689887304.0,100271102240.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,102.364.369.058,95.165.262.529,,322.0,,102364369058.0,95165262529.0
II.,II.,II.,Nợ dài hạn,330,,1.254.720.588.794,1.484.109.266.719,,330.0,,1254720588794.0,1484109266719.0
1.,1.,1.,Phải trả người bán dài hạn,331,14,202.029.744.000,230.891.136.000,,331.0,14.0,202029744000.0,230891136000.0
2.,2.,2.,Chi phí phải trả dài hạn,333,16,4.838.946.703,4.828.549.311,,333.0,16.0,4838946703.0,4828549311.0
3.,3.,3.,Phải trả dài hạn khác,337,17,30.000.000.000,30.000.000.000,,337.0,17.0,30000000000.0,30000000000.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,18,941.357.098.091,1.158.104.045.693,,338.0,18.0,941357098091.0,1158104045693.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,19,76.494.800.000,60.285.535.715,,342.0,19.0,76494800000.0,60285535715.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,4.269.511.621.167,3.936.436.761.790,,400.0,,4269511621167.0,3936436761790.0
I.,I.,I.,Vốn chủ sở hữu,410,20,4.269.511.621.167,3.936.436.761.790,,410.0,20.0,4269511621167.0,3936436761790.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.236.512.460.000,2.814.401.620.000,,411.0,,3236512460000.0,2814401620000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.236.512.460.000,2.814.401.620.000,,,,3236512460000.0,2814401620000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,504.775.057.115,408.254.402.524,,418.0,,504775057115.0,408254402524.0
3.,3.,3.,Quỹ khác thuộc vốn chủ sở hữu,420,,44.843.396.730,44.843.396.730,,420.0,,44843396730.0,44843396730.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,483.380.707.322,668.937.342.536,,421.0,,483380707322.0,668937342536.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,49.403.000,40.931.006.776,,,,49403000.0,40931006776.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,483.331.304.322,628.006.335.760,,,,483331304322.0,628006335760.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,6.902.262.132.533,7.042.742.425.096,,440.0,,6902262132533.0,7042742425096.0
