row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu nămVND > 6.312.895.781,Số phải nộp trong nămVND > 98.146.584.782,Số đã thực nộp trong nămVND > 90.398.939.591,Số cuối nămVND > 14.060.540.972,numeric__Số đầu nămVND > 6.312.895.781,numeric__Số phải nộp trong nămVND > 98.146.584.782,numeric__Số đã thực nộp trong nămVND > 90.398.939.591,numeric__Số cuối nămVND > 14.060.540.972
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,255.798.795,255.798.795,-,,255798795.0,255798795.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,16.494.519.905,100.104.965.565,82.897.686.186,33.701.799.284,16494519905.0,100104965565.0,82897686186.0,33701799284.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.808.903.882,32.441.844.403,32.383.787.786,4.866.960.499,4808903882.0,32441844403.0,32383787786.0,4866960499.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,5.000.000,5.000.000,-,,5000000.0,5000000.0,
Thuế khác,Thuế khác,Thuế khác,187.589.751,844.794.612,997.853.598,34.530.765,187589751.0,844794612.0,997853598.0,34530765.0
,,,27.803.909.319,231.798.988.157,206.939.065.956,52.663.831.520,27803909319.0,231798988157.0,206939065956.0,52663831520.0
