row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,2.554.360.332.673,2.849.118.315.696,,1.0,,2554360332673.0,2849118315696.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,23,2.554.360.332.673,2.849.118.315.696,,10.0,23.0,2554360332673.0,2849118315696.0
3.,3.,3.,Giá vốn hàng bán và cung cấp dịch vụ,11,24,2.091.309.991.794,2.254.258.831.685,,11.0,24.0,2091309991794.0,2254258831685.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,463.050.340.879,594.859.484.011,,20.0,,463050340879.0,594859484011.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,205.906.905.586,250.929.979.526,,21.0,26.0,205906905586.0,250929979526.0
6.,6.,6.,Chi phí tài chính,22,27,58.765.235.710,44.205.439.109,,22.0,27.0,58765235710.0,44205439109.0
,,,- Trong đó: Chi phí lãi vay,23,,64.813.766.864,70.499.734.766,,23.0,,64813766864.0,70499734766.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,28,59.045.070.803,67.523.598.223,,26.0,28.0,59045070803.0,67523598223.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,551.146.939.952,734.060.426.205,,30.0,,551146939952.0,734060426205.0
9.,9.,9.,Thu nhập khác,31,,34.003.732.875,2.423.863.538,,31.0,,34003732875.0,2423863538.0
10.,10.,10.,Chi phí khác,32,,3.201.239.607,981.238.676,,32.0,,3201239607.0,981238676.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,29,30.802.493.268,1.442.624.862,,40.0,29.0,30802493268.0,1442624862.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,581.949.433.220,735.503.051.067,,50.0,,581949433220.0,735503051067.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,100.104.965.565,113.817.322.013,,51.0,30.0,100104965565.0,113817322013.0
14.,14.,14.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,13,(1.486.836.667),(6.320.606.706),,52.0,13.0,-1486836667.0,-6320606706.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,483.331.304.322,628.006.335.760,,60.0,,483331304322.0,628006335760.0
