row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.841.291.610.907,2.719.062.659.582,,100.0,,2841291610907.0,2719062659582.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,690.630.196.183,727.416.030.388,,110.0,4.0,690630196183.0,727416030388.0
1.,1.,1.,Tiền,111,,77.130.196.183,67.916.030.388,,111.0,,77130196183.0,67916030388.0
2.,2.,2.,Các khoản tương đương tiền,112,,613.500.000.000,659.500.000.000,,112.0,,613500000000.0,659500000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.412.300.000.000,810.300.000.000,,120.0,,1412300000000.0,810300000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,1.412.300.000.000,810.300.000.000,,123.0,5.0,1412300000000.0,810300000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,695.212.700.832,1.126.902.605.959,,130.0,,695212700832.0,1126902605959.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,578.070.591.340,584.379.906.641,,131.0,6.0,578070591340.0,584379906641.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,825.616.698,2.085.727.269,,132.0,,825616698.0,2085727269.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,122.734.190.176,561.170.907.895,,136.0,7.0,122734190176.0,561170907895.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(6.417.697.382),(20.733.935.846),,137.0,8.0,-6417697382.0,-20733935846.0
IV.,IV.,IV.,Hàng tồn kho,140,9,38.969.469.000,36.320.271.261,,140.0,9.0,38969469000.0,36320271261.0
1.,1.,1.,Hàng tồn kho,141,,38.969.469.000,36.320.271.261,,141.0,,38969469000.0,36320271261.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,4.179.244.892,18.123.751.974,,150.0,,4179244892.0,18123751974.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,4.073.697.005,3.520.299.064,,151.0,,4073697005.0,3520299064.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,105.547.887,14.603.452.910,,152.0,,105547887.0,14603452910.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.060.970.521.626,4.323.679.765.514,,200.0,,4060970521626.0,4323679765514.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,243.957.610.425,311.837.682.136,,210.0,,243957610425.0,311837682136.0
1.,1.,1.,Phải thu dài hạn khác,216,7,243.957.610.425,311.837.682.136,,216.0,7.0,243957610425.0,311837682136.0
II.,II.,II.,Tài sản cố định,220,,1.845.619.296.032,2.015.733.909.910,,220.0,,1845619296032.0,2015733909910.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,1.844.829.107.476,2.014.773.704.127,,221.0,10.0,1844829107476.0,2014773704127.0
,,,- Nguyên giá,222,,2.512.018.692.409,2.507.905.115.017,,222.0,,2512018692409.0,2507905115017.0
,,,- Giá trị hao mòn lũy kế,223,,(667.189.584.933),(493.131.410.890),,223.0,,-667189584933.0,-493131410890.0
2.,2.,2.,Tài sản vô hình,227,11,790.188.556,960.205.783,,227.0,11.0,790188556.0,960205783.0
,,,- Nguyên giá,228,,5.796.788.563,5.483.760.523,,228.0,,5796788563.0,5483760523.0
,,,- Giá trị hao mòn lũy kế,229,,(5.006.600.007),(4.523.554.740),,229.0,,-5006600007.0,-4523554740.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,12,1.939.724.894.244,1.966.994.026.289,,250.0,12.0,1939724894244.0,1966994026289.0
1.,1.,1.,Đầu tư vào công ty con,251,,1.898.674.570.000,1.939.318.570.000,,251.0,,1898674570000.0,1939318570000.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,97.000.000.000,97.000.000.000,,252.0,,97000000000.0,97000000000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,,253.0,,45937767300.0,45937767300.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(101.887.443.056),(115.262.311.011),,254.0,,-101887443056.0,-115262311011.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,31.668.720.925,29.114.147.179,,260.0,,31668720925.0,29114147179.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,1.818.341.250,750.604.171,,261.0,,1818341250.0,750604171.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,13,29.850.379.675,28.363.543.008,,262.0,13.0,29850379675.0,28363543008.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,6.902.262.132.533,7.042.742.425.096,,270.0,,6902262132533.0,7042742425096.0
