row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 250.588.048.614,Số đầu nămVND > 646.321.802.328,numeric__Số cuối nămVND > 250.588.048.614,numeric__Số đầu nămVND > 646.321.802.328
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,216.631.801.176,216.654.597.606,216631801176.0,216654597606.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,595.084.924.509,649.963.792.818,595084924509.0,649963792818.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,129.640.372.406,291.485.655.269,129640372406.0,291485655269.0
,,,1.191.945.146.705,1.804.425.848.021,1191945146705.0,1804425848021.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),(250.588.048.614),(646.321.802.328),-250588048614.0,-646321802328.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,941.357.098.091,1.158.104.045.693,941357098091.0,1158104045693.0
