row_label_raw,row_label_full,col_0,Chi phísửa chữa lớntài sản cố địnhVND,Dự phòng khácVND,TổngVND,numeric__Chi phísửa chữa lớntài sản cố địnhVND,numeric__Dự phòng khácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,159.589.315.855,967.322.100,160.556.637.955,159589315855.0,967322100.0,160556637955.0
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,107.125.728.572,773.423.017,107.899.151.589,107125728572.0,773423017.0,107899151589.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(44.374.274.713),(967.322.100),(45.341.596.813),-44374274713.0,-967322100.0,-45341596813.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(54.929.505.427),-,(54.929.505.427),-54929505427.0,,-54929505427.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,167.411.264.287,773.423.017,168.184.687.304,167411264287.0,773423017.0,168184687304.0
