row_label_raw,row_label_full,Tiền gửi tại NHNN Việt Nam bằng VND (i) > Tiền gửi tại NHNN Việt Nam bằng ngoại tệ (i),31/12/2022triệu đồng > 29.921.148 > 8.771.668,31/12/2021triệu đồng > 30.178.201 > 6.376.276,numeric__31/12/2022triệu đồng > 29.921.148 > 8.771.668,numeric__31/12/2021triệu đồng > 30.178.201 > 6.376.276
Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),280.888,385.786,280888.0,385786.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),626.481,1.101.108,626481.0,1101108.0
,,,39.600.185,38.041.371,39600185.0,38041371.0
