row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,28.822.806,28.477.889,28822806.0,28477889.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,4.984.786,2.727.248,4984786.0,2727248.0
- Bằng VND,- Bằng VND,- Bằng VND,1.052.963,120.402,1052963.0,120402.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.931.823,2.606.846,3931823.0,2606846.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,23.838.020,25.750.641,23838020.0,25750641.0
- Bằng VND,- Bằng VND,- Bằng VND,22.097.000,22.004.930,22097000.0,22004930.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.741.020,3.745.711,1741020.0,3745711.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,5.010.800,9.835.452,5010800.0,9835452.0
Bằng VND,Bằng VND,Bằng VND,2.835.000,4.140.552,2835000.0,4140552.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,2.175.800,5.694.900,2175800.0,5694900.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(695),(80.856),-695.0,-80856.0
,,,33.832.911,38.232.485,33832911.0,38232485.0
