row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoản nhập) trong năm (Thuyết minh số 31),Năm 2022 > 32.775 > 360,Năm 2021 > 81.675 > (12.958),numeric__Năm 2022 > 32.775 > 360,numeric__Năm 2021 > 81.675 > (12.958)
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,-,(35.942),,-35942.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,33.135,32.775,33135.0,32775.0
