row_label_raw,row_label_full,Số dư đầu năm > Hoàn nhập trong năm (Thuyết minhsố 31),Chứng khoánđầu tư sẵn sángđế bántriệu đồng > 352.398 > (21.620),Chứng khoánđầu tư giữ đếngày đảo hạntriệu đồng > 65.670 > (1.923),Tổng cộngtriệu đồng > 418.068 > (23.543),numeric__Chứng khoánđầu tư sẵn sángđế bántriệu đồng > 352.398 > (21.620),numeric__Chứng khoánđầu tư giữ đếngày đảo hạntriệu đồng > 65.670 > (1.923),numeric__Tổng cộngtriệu đồng > 418.068 > (23.543)
Xử lý rủi ro,Xử lý rủi ro,Xử lý rủi ro,(13.953),-,(13.953),-13953.0,,-13953.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,316.825,63.747,380.572,316825.0,63747.0,380572.0
