row_label_raw,row_label_full,Khoản mục biến động lớn,Giá trị triệu VND,numeric__Giá trị triệu VND
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,7.355.092,7355092.0
Giảm lãi thuần từ hoạt động dịch vụ,Giảm lãi thuần từ hoạt động dịch vụ,Giảm lãi thuần từ hoạt động dịch vụ,(260.266),-260266.0
Tăng lãi thuần từ hoạt động kinh doanh ngoại hối,Tăng lãi thuần từ hoạt động kinh doanh ngoại hối,Tăng lãi thuần từ hoạt động kinh doanh ngoại hối,383.772,383772.0
"Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn",(186.531),-186531.0
Giảm lãi thuần từ hoạt động khác,Giảm lãi thuần từ hoạt động khác,Giảm lãi thuần từ hoạt động khác,(1.059.328),-1059328.0
"Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần",107.984,107984.0
Tăng chi phí hoạt động,Tăng chi phí hoạt động,Tăng chi phí hoạt động,(1.707.702),-1707702.0
Giảm chi phí dự phòng rủi ro tin dụng,Giảm chi phí dự phòng rủi ro tin dụng,Giảm chi phí dự phòng rủi ro tin dụng,1.287.269,1287269.0
,,,5.920.290,5920290.0
