row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2022,Tổng giá trị của hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2022,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị của hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2022,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2022
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,39.718.463,39.877.938,(39.757.159),120.779,39718463.0,39877938.0,-39757159.0,120779.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,116.609.794,116.488.237,(116.525.188),(38.951),116609794.0,116488237.0,-116525188.0,-38951.0
,,,156.328.257,156.366.175,(156.282.347),83.828,156328257.0,156366175.0,-156282347.0,83828.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2021 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,24.600.109,24.600.824,(24.545.162),55.662,24600109.0,24600824.0,-24545162.0,55662.0
Giao dịch hoán đổi,Tại ngày 31 tháng 12 năm 2021 > Giao dịch hoán đổi,Giao dịch hoán đổi,140.389.143,140.464.814,(140.246.737),218.077,140389143.0,140464814.0,-140246737.0,218077.0
,,,164.989.252,165.065.638,(164.791.899),273.739,164989252.0,165065638.0,-164791899.0,273739.0
