row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",167.267.567,171.540.157,167267567.0,171540157.0
- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,152.541.560,157.610.806,152541560.0,157610806.0
- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,14.726.007,13.929.351,14726007.0,13929351.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",266.987.350,201.334.899,266987350.0,201334899.0
- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,262.109.272,196.486.553,262109272.0,196486553.0
- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,4.878.078,4.848.346,4878078.0,4848346.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,2.866.029,4.394.044,2866029.0,4394044.0
- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,2.761.529,2.853.232,2761529.0,2853232.0
- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,104.500,1.540.812,104500.0,1540812.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,10.356.462,11.730.032,10356462.0,11730032.0
- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,7.536.859,7.722.065,7536859.0,7722065.0
- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,2.819.603,4.007.967,2819603.0,4007967.0
,,,447.477.408,388.999.132,447477408.0,388999132.0
